Full Name,Value(in Euro),Overall,Reactions,Dribbling Total,Passing Total,Positions Played,Best Position,Nationality,Club Name,Position check
Joshua Brenet,14.346138809026444,71,66,70,61,"RB,LB",RB,Netherlands,FC Twente,0
Oscar Lewicki,14.28551418721001,71,68,67,62,"CDM,CM,CB",CDM,Sweden,Malmö FF,0
Alejandro Balde Martínez,15.150511624696614,71,68,74,67,LB,LM,Spain,FC Barcelona,0
Toni Borevković,14.73180128983843,71,66,46,46,CB,CB,Croatia,Hajduk Split,1
Josh Maja,14.914122846632385,71,72,73,62,ST,ST,Nigeria,FC Girondins de Bordeaux,1
Josué Humberto Gonçalves Leal Sá,14.22097566607244,71,70,64,49,CB,CB,Portugal,Rio Ave FC,1
Filippo Falco,14.403297222866392,71,71,77,69,"CF,CAM,RW",CAM,Italy,Cagliari,0
Christoffer Nyman,14.457364444136669,71,72,66,58,ST,ST,Sweden,IFK Norrköping,1
Henrique Pereira Araújo,15.319587954740548,71,72,65,56,ST,ST,Portugal,SL Benfica,1
Juan Infante,14.557447902693651,71,68,67,60,"LB,LWB",LB,Argentina,Platense,0
Lucien Agoumé,15.176487111099874,71,69,72,68,"CDM,CM",CM,France,ESTAC Troyes,0
Robbie Brady,14.403297222866392,71,68,72,73,"RM,LM,LWB",RM,Republic of Ireland,Preston North End,0
Elisha Owusu,14.690979295318174,71,66,71,64,"CDM,CM",CDM,Ghana,KAA Gent,0
Michał Helik,14.457364444136669,71,70,53,47,CB,CB,Poland,Huddersfield Town,1
Young Gwon Kim,13.997832114758229,71,69,59,63,CB,CB,Korea Republic,Ulsan Hyundai FC,1
Gabriel Moisés Antunes da Silva,14.151982794585487,71,69,70,69,"LB,LWB",LB,Brazil,AS Saint-Étienne,0
Ladislav Krejčí,14.403297222866392,71,69,71,70,"LM,LB",LM,Czech Republic,AC Sparta Praha,0
Gyasi Zardes,14.403297222866392,71,70,68,53,ST,ST,United States,Colorado Rapids,1
Matthias Zimmermann,14.28551418721001,71,69,66,67,RB,RB,Germany,Fortuna Düsseldorf,1
Claudemir Domingues de Souza,13.38472764187182,71,70,69,70,"CDM,CM",CDM,Brazil,FC Vizela,0
Samuel Shashoua,15.250595083253597,71,71,76,64,"ST,CAM,RM",CAM,England,CD Tenerife,0
Daniele Baselli,14.403297222866392,71,68,74,75,CM,CAM,Italy,Como,0
Fabio Lucioni,13.304684934198283,71,74,50,47,CB,CB,Italy,Frosinone,1
Yeison Guzmán,15.150511624696614,71,55,75,69,"CAM,RM",CAM,Colombia,Atlético Nacional,0
Zlatko Tripić,14.403297222866392,71,63,71,66,LW,LW,Norway,Viking FK,1
Mattéo Tramoni,15.250595083253597,71,65,71,68,"LM,LW",RM,France,Pisa,0
Mickaël Nadé,15.176487111099874,71,69,52,44,CB,CB,France,AS Saint-Étienne,1
Ernesto Torregrossa,14.403297222866392,71,71,68,55,ST,ST,Italy,Pisa,1
Norbert Gyömbér,14.28551418721001,71,66,50,43,CB,CB,Slovakia,US Salernitana 1919,1
Erik Palmer-Brown,14.77102200299171,71,67,53,52,CB,CB,United States,ESTAC Troyes,1
Miguel Juan Llambrich,14.648419680899378,71,70,73,64,RB,RB,Spain,Real Oviedo,1
Ryan Giles,15.096444403426338,71,62,69,67,"LWB,LW",LWB,England,Middlesbrough,0
Antonio Marchesano,14.28551418721001,71,65,74,71,CAM,CAM,Switzerland,FC Zürich,1
Daniel Gómez Alcón,14.880221294956703,71,68,70,62,ST,ST,Spain,RCD Espanyol de Barcelona,1
Scott Wharton,14.77102200299171,71,66,62,50,CB,CB,England,Blackburn Rovers,1
Andy Pelmard,15.176487111099874,71,69,70,61,"CB,LB",CB,France,FC Basel 1893,0
Alex Smithies,13.737549016494562,71,68,71,68,GK,GK,England,Leicester City,1
Alexandru Epureanu,13.122363377404328,71,65,55,54,CB,CB,Moldova,İstanbul Başakşehir FK,1
Jay Gorter,15.096444403426338,71,66,74,66,GK,GK,Netherlands,Ajax,1
Maurício de Carvalho António,14.22097566607244,71,66,51,53,CB,CB,Brazil,Al Batin,1
Mailson Tenório dos Santos,14.508657738524219,71,63,74,66,GK,GK,Brazil,Al Taawoun,1
Bartosz Salamon,14.077874822431765,71,67,55,58,CB,CB,Poland,Lech Poznań,1
Camilo Cándido,14.508657738524219,71,52,67,66,"LB,LW,LM",LB,Uruguay,Club Nacional de Football,0
Gabriel Esparza,14.403297222866392,71,63,73,63,LM,LM,Argentina,Club The Strongest,1
Uroš Matić,14.22097566607244,71,71,71,67,"CM,CDM",CM,Serbia,Abha Club,0
Angelo Rodríguez,13.997832114758229,71,73,70,57,ST,ST,Colombia,Deportivo Cali,1
Dennis Man,14.914122846632385,71,64,72,65,"RM,LM,RW",ST,Romania,Parma,0
Kevin Möhwald,14.457364444136669,71,72,72,74,"CM,CAM",CM,Germany,1. FC Union Berlin,0
Jonathan González,14.880221294956703,71,72,72,66,"CM,CDM",CM,Mexico,Minnesota United FC,0
Fabián Sambueza,13.997832114758229,71,63,70,73,"RM,CAM",RM,Argentina,Junior FC,0
Nicolas Kühn,14.914122846632385,71,65,75,61,"RM,ST,CAM",LM,Germany,SK Rapid Wien,0
Kamil Piątkowski,15.176487111099874,71,68,66,64,CB,CB,Poland,FC Red Bull Salzburg,1
Mattia Viti,15.250595083253597,71,67,48,48,CB,CB,Italy,OGC Nice,1
Koffi Djidji,14.346138809026444,71,68,63,53,CB,CB,Côte d'Ivoire,Torino F.C.,1
Iván Villar Martínez,14.690979295318174,71,71,71,69,GK,GK,Spain,RC Celta de Vigo,1
Volkan Babacan,13.304684934198283,71,60,70,67,GK,GK,Turkey,İstanbul Başakşehir FK,1
Alexander Milošević,14.22097566607244,71,68,56,58,CB,CB,Sweden,AIK,1
Adrien Trebel,14.22097566607244,71,67,71,72,"CM,CDM",CM,France,RSC Anderlecht,0
Marcus Coco,14.603967918328545,71,69,70,68,"RM,RW,RWB",RM,France,FC Nantes,0
Scott Arfield,13.997832114758229,71,71,72,71,"CM,CAM",CM,Canada,Rangers FC,0
Gianni Bruno,14.403297222866392,71,68,71,66,"ST,RW",ST,Belgium,Sint-Truidense VV,0
Massimo Bruno,14.457364444136669,71,68,72,71,"CAM,LM,RM",CAM,Belgium,KV Kortrijk,0
Yoann Touzghar,13.592367006650065,71,64,71,61,ST,ST,Tunisia,AC Ajaccio,1
Gustavo Rafael Outomouro Tófoli,14.557447902693651,71,73,73,68,"ST,LM",CF,Brazil,Internacional,0
Neco Williams,15.201804919084164,71,69,71,64,"RB,RWB",RWB,Wales,Nottingham Forest,0
Julien Faussurier,13.262125319779487,71,69,70,73,"RB,RM",CM,France,FC Sochaux-Montbéliard,0
Ilja Nestorovski,14.22097566607244,71,69,68,53,ST,ST,North Macedonia,Udinese Calcio,1
Pedro Manuel Mineiro Mendes,15.150511624696614,71,67,67,56,ST,ST,Portugal,Ascoli,1
Diego Polenta,14.22097566607244,71,62,57,59,"CB,LB",CB,Uruguay,Unión de Santa Fe,0
Kamal Miller,14.648419680899378,71,68,64,58,"CB,LB",CB,Canada,Club de Foot Montréal,0
Asger Sørensen,14.457364444136669,71,69,58,57,CB,CB,Denmark,AC Sparta Praha,1
César Fuentes,14.28551418721001,71,67,64,63,"CDM,CM",CDM,Chile,Colo-Colo,0
David Jurásek,14.845129975145433,71,67,71,67,"LB,LM",LM,Czech Republic,SK Slavia Praha,0
Cyrus Christie,14.28551418721001,71,63,68,63,"RB,RWB,RM",RB,Republic of Ireland,Hull City,0
Diego Palacios,15.201804919084164,71,66,70,63,LB,LWB,Ecuador,Los Angeles FC,0
Lucas Merolla,14.557447902693651,71,70,47,49,CB,CB,Argentina,Club Atlético Huracán,1
Alberto Soro Álvarez,15.250595083253597,71,65,71,69,"RM,ST,LM",CAM,Spain,Granada CF,0
Jairo Izquierdo González,14.346138809026444,71,64,71,66,"LWB,LB,LM",LWB,Spain,FC Cartagena,0
Marco D'Alessandro,14.28551418721001,71,60,77,66,"LM,RM",LM,Italy,AC Monza,0
Randall Leal,14.73180128983843,71,65,73,69,"LM,RM",RM,Costa Rica,Nashville SC,0
Roberto Suárez Pier,14.557447902693651,71,66,61,62,"CB,CDM",CB,Spain,Levante Unión Deportiva,0
Mert Müldür,14.845129975145433,71,68,72,60,RB,RB,Turkey,U.S. Sassuolo Calcio,1
Pedro Márcio Rocha Rosa,14.403297222866392,71,67,75,66,"LW,LM",LW,Brazil,Sport Club Corinthians Paulista,0
Esteban Saveljich,14.077874822431765,71,70,45,49,CB,CB,Montenegro,Rayo Vallecano,1
Florian Hübner,14.077874822431765,71,72,44,46,CB,CB,Germany,1. FC Nürnberg,1
Sebastián Ferreira,15.150511624696614,71,72,73,57,ST,ST,Paraguay,Houston Dynamo,1
Dominic Hyam,14.603967918328545,71,69,58,53,CB,CB,Scotland,Blackburn Rovers,1
Nicolas Viola,14.22097566607244,71,74,72,75,"CM,CDM",CM,Italy,Cagliari,0
Kieran Dowell,14.845129975145433,71,66,72,71,"CAM,RM",CAM,England,Norwich City,0
Houboulang Mendes,14.690979295318174,71,58,64,61,"RB,CB",CB,France,Unión Deportiva Almería,0
Antonaldo Luiz Vaz Stein,14.508657738524219,71,66,65,62,LB,LB,Brazil,Palmeiras,1
Emanuel Insua,14.151982794585487,71,68,66,62,"LB,LWB,LM",LB,Argentina,Vélez Sarsfield,0
Ismaël Chester Diallo,14.648419680899378,71,69,68,54,"LB,CB",LB,Côte d'Ivoire,AC Ajaccio,0
Lucas Cavallini,14.457364444136669,71,67,66,50,ST,ST,Canada,Vancouver Whitecaps FC,1
Bart Nieuwkoop,14.603967918328545,71,70,68,69,"RM,RWB,RB",CDM,Netherlands,Royale Union Saint-Gilloise,0
Bernardo Fernandes,14.508657738524219,71,70,68,62,"LB,CB",LB,Brazil,FC Red Bull Salzburg,0
Francesco Di Mariano,14.603967918328545,71,70,73,65,LW,LW,Italy,Palermo,1
Yassine Benzia,14.508657738524219,71,67,73,70,"CAM,CM",CAM,Algeria,Dijon FCO,0
Antonio Blanco Conde,15.250595083253597,71,68,66,67,"CM,CDM",CM,Spain,Cádiz CF,0
Maximilian Bauer,15.068273526459642,71,71,49,48,CB,CB,Germany,FC Augsburg,1
Alexis Arias,14.690979295318174,71,70,68,68,"CM,CDM,CAM",CM,Peru,FBC Melgar,0
André Hoffmann,14.346138809026444,71,70,56,56,CB,CB,Germany,Fortuna Düsseldorf,1
Franco Troyansky,14.845129975145433,71,69,72,69,"ST,LM",ST,Argentina,Club Atlético Lanús,0
Martin Olsson,13.458835614025542,71,65,67,67,"LB,CB,LWB",LB,Sweden,Malmö FF,0
Ruud Boffin,12.691580461311874,71,67,72,68,GK,GK,Belgium,Antalyaspor,1
Murray Wallace,14.28551418721001,71,67,60,55,"CB,LWB,LB",CB,Scotland,Millwall,0
Adil Rami,12.691580461311874,71,70,56,53,CB,CB,France,ESTAC Troyes,1
Álvaro Fernández Llorente,14.978661367769956,71,65,75,66,GK,GK,Spain,RCD Espanyol de Barcelona,1
José Carlos Reis Gonçalves,15.096444403426338,71,72,69,57,RB,RWB,Portugal,UD Ibiza,0
Kevin Behrens,14.28551418721001,71,71,65,51,ST,ST,Germany,1. FC Union Berlin,1
Yusuf Demir,15.201804919084164,71,65,78,65,"RW,CAM,RM",CAM,Austria,Galatasaray SK,0
Enda Stevens,14.151982794585487,71,68,70,64,"LWB,LB",LWB,Republic of Ireland,Sheffield United,0
Leonardo Jara,14.151982794585487,71,67,68,64,"RB,RWB,RM",RB,Argentina,Vélez Sarsfield,0
Damian Szymański,14.557447902693651,71,68,68,66,"CM,CDM",CM,Poland,AEK Athens,0
Matous Trmal,15.096444403426338,71,68,74,58,GK,GK,Czech Republic,Clube Sport Marítimo,1
Jeffrey Bruma,14.22097566607244,71,63,56,56,CB,CB,Netherlands,Kasimpaşa SK,1
Carlos Auzqui,14.28551418721001,71,68,71,71,"CAM,RM",RW,Argentina,Ferencvárosi TC,0
Edoardo Goldaniga,14.28551418721001,71,69,51,42,CB,CB,Italy,Cagliari,1
Fin Bartels,13.592367006650065,71,68,75,70,"CF,RW,CAM",CAM,Germany,Holstein Kiel,0
Kaio Jorge Pinto Ramos,15.226497287772068,71,63,76,59,ST,ST,Brazil,Juventus,1
Miler Bolaños,14.22097566607244,71,74,74,64,ST,ST,Ecuador,Shanghai Shenhua FC,1
Fabian Kunze,14.77102200299171,71,72,58,57,"CDM,CM",CB,Germany,Hannover 96,0
Ronald Matarrita,14.403297222866392,71,64,69,65,"LB,LM,LWB",LB,Costa Rica,FC Cincinnati,0
Steve Breitkreuz,14.22097566607244,71,63,53,46,"CB,RB",CB,Germany,SSV Jahn Regensburg,0
Lucas Henrique da Silva,14.457364444136669,71,68,52,56,CB,CB,Brazil,Estoril Praia,1
Nicolás Reniero,14.508657738524219,71,67,69,63,ST,ST,Argentina,Argentinos Juniors,1
Santiago Hezze,15.176487111099874,71,69,67,64,"CDM,CM",CDM,Argentina,Club Atlético Huracán,0
Josip Elez,14.403297222866392,71,71,63,68,CB,CDM,Croatia,Hajduk Split,0
Gabriel Davi Gomes Sara,15.250595083253597,71,63,72,69,"CAM,CM",ST,Brazil,Norwich City,0
Romaine Sawyers,14.403297222866392,71,69,73,71,"CM,CAM,CDM",CM,Saint Kitts and Nevis,Cardiff City,0
Jorge Miramón,13.790192749979985,71,66,68,72,"RB,RWB",RB,Spain,CD Leganés,0
Carlens Arcus,14.648419680899378,71,65,65,64,RWB,RWB,Haiti,Vitesse,1
Stefano Moreo,14.457364444136669,71,70,68,61,"ST,LW",ST,Italy,Brescia,0
Anthony Partipilo,14.603967918328545,71,72,67,69,"CAM,ST",CAM,Italy,Ternana,0
Mauricio Martínez,14.28551418721001,71,66,63,63,"CDM,CB",CDM,Argentina,Racing Club,0
CJ Sapong,13.997832114758229,71,69,67,60,"ST,LM",ST,United States,Nashville SC,0
Djamel Benlamri,13.997832114758229,71,64,49,51,CB,CB,Algeria,Al Khaleej,1
Stefan Strandberg,14.077874822431765,71,68,57,54,CB,CB,Norway,Vålerenga Fotball,1
Idrissa Doumbia,14.690979295318174,71,69,70,67,"CDM,CM",CM,Côte d'Ivoire,Aytemiz Alanyaspor,0
Gonzalo Caicedo Verdú,13.710150042306449,71,69,56,58,CB,CB,Spain,Elche CF,1
Matías Pisano,14.403297222866392,71,70,74,69,"RW,CAM,RM",RW,Argentina,Club Atlético Aldosivi,0
Conor Townsend,14.28551418721001,71,68,67,64,"LWB,LB,CB",LWB,England,West Bromwich Albion,0
Rasmus Carstensen,15.201804919084164,71,64,69,64,RB,RWB,Denmark,KRC Genk,0
Cristian Ortiz,14.403297222866392,71,69,71,66,"CAM,CM",CAM,Argentina,Defensa y Justicia,0
Sergio Camello Pérez,15.250595083253597,71,73,72,58,"ST,CAM",ST,Spain,Rayo Vallecano,0
Marko Jevtović,14.28551418721001,71,67,60,64,"CDM,CB,CM",CB,Serbia,Gazişehir Gaziantep F.K.,0
Konstantinos Galanopoulos,14.845129975145433,71,67,71,68,"CM,CDM",ST,Greece,AEK Athens,0
Corentin Jean,14.603967918328545,71,74,74,69,"ST,RW",CAM,France,Inter Miami CF,0
Ali Abdi,14.346138809026444,71,71,70,66,LWB,LWB,Tunisia,Stade Malherbe Caen,1
Britt Assombalonga,14.457364444136669,71,67,68,59,"ST,LW",ST,Congo DR,Adana Demirspor,0
Nicolas Benezet,14.28551418721001,71,70,72,68,"LM,CAM",LM,France,Nîmes Olympique,0
Ryan Hollingshead,14.151982794585487,71,72,69,66,"LB,RB,CB",LB,United States,Los Angeles FC,0
Barış Atik,14.508657738524219,71,61,76,68,"LW,ST,CAM",LW,Turkey,1. FC Magdeburg,0
Christian Fuchs,12.691580461311874,71,67,67,74,"CB,LB",CB,Austria,Charlotte FC,0
Calvin Stengs,15.150511624696614,71,70,73,70,"RW,RM,CAM",CAM,Netherlands,Royal Antwerp FC,0
Elías Aguilar,14.403297222866392,71,63,73,77,"RW,CM,ST",CAM,Costa Rica,Incheon United FC,0
Jurgen Ekkelenkamp,15.150511624696614,71,71,73,67,"CAM,CM",CAM,Netherlands,Royal Antwerp FC,0
Gaius Makouta,14.845129975145433,71,72,73,66,"CM,CAM",CM,Congo,Boavista FC,0
Fabian Frei,13.710150042306449,71,67,69,70,"CB,CDM",CDM,Switzerland,FC Basel 1893,0
Andrés Mosquera,13.997832114758229,71,68,75,65,GK,GK,Colombia,Independiente Medellín,1
Kyle Bartley,14.077874822431765,71,67,49,49,CB,CB,England,West Bromwich Albion,1
Luis Claudinei Peixoto Álvares,14.508657738524219,71,70,73,69,"RW,RM",RW,Brazil,Sport Club Corinthians Paulista,0
Scott Twine,15.150511624696614,71,66,72,69,LW,CAM,England,Burnley,0
Marcelino Núñez,15.250595083253597,71,64,74,73,"CM,CAM",CM,Chile,Norwich City,0
Michael Santos,14.457364444136669,71,70,71,61,ST,ST,Uruguay,Club Atlético Talleres,1
Andy Carroll,13.997832114758229,71,67,62,62,ST,ST,England,Reading,1
Sascha Horvath,14.73180128983843,71,63,75,67,"CAM,RM,LM",CAM,Austria,LASK Linz,0
Kevin Agudelo,14.914122846632385,71,71,76,67,"RW,CAM",LM,Colombia,Spezia,0
Yunus Mallı,14.403297222866392,71,65,74,72,"CAM,LW,CM",CAM,Turkey,Kasimpaşa SK,0
Ben Whiteman,14.690979295318174,71,71,70,69,"CM,CDM",CM,England,Preston North End,0
Andrei Ivan,14.73180128983843,71,66,68,65,"LM,ST",RM,Romania,Universitatea Craiova,0
Matteo Ricci,14.457364444136669,71,66,70,70,"CM,CDM",CM,Italy,Fatih Karagümrük S.K.,0
Ludovit Reis,15.150511624696614,71,71,73,67,"CM,CDM",CM,Netherlands,Hamburger SV,0
Óscar Cardozo,13.38472764187182,71,64,62,63,ST,ST,Paraguay,Club Libertad,1
Gerso Fernandes,14.28551418721001,71,70,74,61,"LW,RW",LW,Guinea Bissau,Jeju United FC,0
Edo Kayembe,15.176487111099874,71,66,68,66,"CDM,CM",CDM,Congo DR,Watford,0
Bruno Fornaroli,13.710150042306449,71,68,74,63,ST,ST,Australia,Perth Glory,1
Robert Snodgrass,13.681979165339751,71,73,73,75,"CM,RM",CAM,Scotland,Heart of Midlothian,0
Núrio Domingos Matias Fortuna,14.508657738524219,71,69,72,65,"LM,LB,CB",LM,Angola,KAA Gent,0
Eric Meza,14.77102200299171,71,69,72,65,"RB,RWB",RM,Argentina,Club Atlético Colón,0
Jon Morcillo Conesa,14.914122846632385,71,60,73,70,"LM,LW",ST,Spain,Athletic Club de Bilbao,0
Enzo Crivelli,14.603967918328545,71,74,66,62,"ST,LW",ST,France,Servette FC,0
Libor Holík,14.690979295318174,71,70,70,65,"RB,LB",RB,Czech Republic,FC Viktoria Plzeň,0
Rômulo Roberto Calsede Caiado,14.603967918328545,71,68,67,60,ST,ST,Brazil,São Paulo,1
Francisco Gámez López,14.28551418721001,71,66,65,61,RB,RB,Spain,Real Zaragoza,1
Sada Thioub,14.508657738524219,71,69,70,67,"RM,LM",RM,Senegal,Angers SCO,0
Dylan Bronn,14.508657738524219,71,73,60,67,"CB,RB",CB,Tunisia,US Salernitana 1919,0
Sebastian Vasiliadis,14.808762330974558,71,72,73,67,"CM,CDM",CM,Greece,DSC Arminia Bielefeld,0
Abdulelah Al Amri,14.73180128983843,71,68,46,47,CB,CB,Saudi Arabia,Al Nassr,1
Filip Benković,14.690979295318174,71,66,55,54,CB,CB,Croatia,Eintracht Braunschweig,1
Diego Farias da Silva,14.22097566607244,71,67,75,66,"LW,CF,ST",LW,Brazil,Benevento,0
Caio Canedo Corrêa,14.28551418721001,71,67,75,64,"LM,ST,RM",ST,United Arab Emirates,Al Ain FC,0
Chris Mepham,14.648419680899378,71,68,60,55,CB,CB,Wales,AFC Bournemouth,1
Kenny McLean,14.403297222866392,71,71,71,68,"CM,CDM",CM,Scotland,Norwich City,0
Alejandro José Muñoz Miguel,14.403297222866392,71,64,64,62,"LB,CB",LB,Spain,Levante Unión Deportiva,0
Jonathan Bauman,14.28551418721001,71,70,66,54,ST,ST,Argentina,Independiente del Valle,1
Abdoulaye Bamba,14.077874822431765,71,66,64,63,"RB,RWB,LB",RB,Côte d'Ivoire,Angers SCO,0
Sotiris Alexandropoulos,15.176487111099874,71,68,69,63,"CDM,CM",CDM,Greece,Sporting CP,0
Stefano Sturaro,14.403297222866392,71,68,70,69,"CM,CDM",CDM,Italy,Genoa,0
George Baldock,14.28551418721001,71,67,69,63,"RWB,RB",RWB,Greece,Sheffield United,0
Keane Lewis-Potter,15.250595083253597,71,67,72,64,"LW,LM,ST",RM,England,Brentford,0
Felix Agu,15.201804919084164,71,70,75,61,"RWB,LWB",RWB,Germany,SV Werder Bremen,0
Radosław Majecki,14.978661367769956,71,68,72,66,GK,GK,Poland,KSV Cercle Brugge,1
David Timor Copoví,13.997832114758229,71,65,66,71,"CDM,CM,CB",CDM,Spain,SD Huesca,0
Vladyslav Supriaha,15.150511624696614,71,75,71,51,ST,ST,Ukraine,Dynamo Kyiv,1
Ricardo Luís Chaby Mangas,15.096444403426338,71,67,69,61,"LWB,LB,CB",LWB,Portugal,Boavista FC,0
Alfredo Donnarumma,14.28551418721001,71,65,70,59,ST,ST,Italy,Ternana,1
Steven Alzate,15.123843377614453,71,72,75,69,"CM,CDM",CAM,Colombia,Standard de Liège,0
Ciprian Deac,13.304684934198283,71,73,71,73,"CAM,RW",CM,Romania,CFR Cluj,0
Georgios Tzavellas,13.304684934198283,71,64,59,59,CB,CB,Greece,AEK Athens,1
Ignacio Schor,15.250595083253597,71,65,70,68,"RM,RW,LM",RM,Argentina,Platense,0
Jeison Lucumí,14.508657738524219,71,67,74,66,"LM,LW,RW",LM,Colombia,Club Deportes Tolima,0
Thiago Claudnei Almeida Reis,14.403297222866392,71,72,72,62,"ST,RW",RW,Brazil,RB Bragantino,0
Gabriel Alanís,14.457364444136669,71,72,69,66,"LM,LWB",LM,Argentina,Defensa y Justicia,0
Luca Mazzitelli,14.690979295318174,71,71,70,72,"CM,CDM",CM,Italy,Frosinone,0
Denys Bain,14.403297222866392,71,68,52,48,CB,CB,France,AJ Auxerre,1
Leke James,14.457364444136669,71,67,71,54,ST,ST,Nigeria,Demir Grup Sivasspor,1
Oleksandr Syrota,15.176487111099874,71,67,49,42,CB,CB,Ukraine,Dynamo Kyiv,1
Carlos Alcaraz,15.29711509888849,71,64,77,66,"CAM,CM,LM",CAM,Argentina,Racing Club,0
Davie Selke,14.603967918328545,71,71,67,53,ST,ST,Germany,Hertha BSC,1
Doğukan Sinik,14.845129975145433,71,66,75,65,"LW,LM,CAM",RM,Turkey,Hull City,0
Tony Mauricio,14.457364444136669,71,65,74,65,RM,RM,France,FC Sochaux-Montbéliard,1
Bakery Jatta,14.690979295318174,71,62,69,64,"RW,RM,LW",RM,Gambia,Hamburger SV,0
Kal Naismith,14.22097566607244,71,69,67,65,"CB,LB",CB,Scotland,Bristol City,0
Stelios Kitsiou,14.346138809026444,71,68,71,65,"RWB,RB",RWB,Greece,Gazişehir Gaziantep F.K.,0
Marcelo Weigandt,15.201804919084164,71,67,69,53,RB,RB,Argentina,Boca Juniors,1
Arsénio Martins Lafuente Nunes,14.22097566607244,71,68,72,68,"LW,RM,LM",LW,Portugal,FC Arouca,0
Diego González,13.681979165339751,71,74,69,69,CM,CM,Argentina,Boca Juniors,1
Pablo Magnín,14.22097566607244,71,67,69,55,"ST,CAM",ST,Argentina,Club Atlético Tigre,0
Lucas Beltrán,15.250595083253597,71,70,73,64,"ST,RW",CAM,Argentina,River Plate,0
Ben Sheaf,14.808762330974558,71,63,65,69,"CDM,CM",CDM,England,Coventry City,0
Jordan Morris,14.508657738524219,71,69,70,66,"LM,ST,RM",ST,United States,Seattle Sounders FC,0
Zakaria Aboukhlal,15.250595083253597,71,67,73,63,"RW,LW",LM,Morocco,Toulouse Football Club,0
Chidozie Awaziem,15.03928598958639,71,73,61,45,CB,CB,Nigeria,Hajduk Split,1
Uroš Đurđević,14.457364444136669,71,74,68,54,ST,ST,Montenegro,Real Sporting de Gijón,1
Alex Martin Frandeira Álvares,14.457364444136669,71,67,51,53,"CB,CDM",CB,Brazil,Atlético Clube Goianiense,0
Samuel Di Carmine,13.997832114758229,71,68,72,53,ST,ST,Italy,Perugia,1
Pablo Galdames,14.77102200299171,71,66,73,71,"CM,CDM",CM,Chile,Genoa,0
Dimitri Bisoli,14.457364444136669,71,70,70,68,"CM,CDM",CM,Italy,Brescia,0
Jörg Siebenhandl,13.737549016494562,71,66,73,75,GK,GK,Austria,SK Sturm Graz,1
Nathan Raphael Pelae Cardoso,14.557447902693651,71,66,58,52,CB,CB,Brazil,San Jose Earthquakes,1
Eduardo Flávio Fonseira Meire,14.28551418721001,71,62,69,74,GK,GK,Brazil,Sport Club Corinthians Paulista,1
Rodrigo Rojas,13.681979165339751,71,69,71,71,"CM,RM",CM,Paraguay,Club Sol de América,0
Lewis Holtby,14.22097566607244,71,68,74,73,"CM,CDM",CM,Germany,Holstein Kiel,0
Juan Espínola,14.346138809026444,71,58,72,74,GK,GK,Paraguay,Godoy Cruz,1
Krystian Bielik,14.690979295318174,71,67,67,63,CDM,CDM,Poland,Birmingham City,1
Lucas Blondel,14.648419680899378,71,65,70,60,RB,RWB,Argentina,Club Atlético Tigre,0
Ron Schallenberg,14.77102200299171,71,68,65,63,"CDM,CM",CDM,Germany,SC Paderborn 07,0
Myung Joo Lee,14.22097566607244,71,65,70,69,CM,CM,Korea Republic,Incheon United FC,1
Oumar Gonzalez,14.77102200299171,71,68,57,40,CB,CB,Cameroon,AC Ajaccio,1
Valentin Mihăilă,14.914122846632385,71,65,72,64,"LM,LW",RM,Romania,Parma,0
Junior Dina Ebimbe,15.150511624696614,71,67,73,67,"RM,CM",CDM,France,Eintracht Frankfurt,0
Thomas Didillon,14.508657738524219,71,66,72,72,GK,GK,France,AS Monaco,1
Oli McBurnie,14.557447902693651,70,70,67,57,ST,ST,Scotland,Sheffield United,1
Martin Victor Cordeia Damasco,14.346138809026444,70,71,70,74,"CAM,CM",CAM,Brazil,Internacional,0
Itumeleng Khune,12.100712129872347,70,60,75,90,GK,GK,South Africa,Kaizer Chiefs,1
George Saville,14.28551418721001,70,72,69,69,CM,CM,Northern Ireland,Millwall,1
Sam Adekugbe,14.346138809026444,70,60,69,61,LB,LB,Canada,Atakaş Hatayspor,1
Bruno Ricardo Valdez Wilson,14.557447902693651,70,69,49,45,CB,CB,Portugal,FC Vizela,1
Saîf-Eddine Khaoui,14.403297222866392,70,67,72,71,"CAM,RM,CM",CAM,Tunisia,Clermont Foot 63,0
Christos Albanis,14.346138809026444,70,64,73,61,"LM,RM,ST",LM,Greece,FC Andorra,0
Santiago Moreno,15.096444403426338,70,66,76,60,"RM,LM",CAM,Colombia,Portland Timbers,0
Stefan Hierländer,14.077874822431765,70,67,70,68,"RM,CM",RM,Austria,SK Sturm Graz,0
Frederik Sørensen,14.077874822431765,70,68,59,61,"CB,RB",CB,Denmark,Ternana,0
Julián Velázquez,13.9108207377686,70,61,51,46,CB,CB,Argentina,Rosario Central,1
Julian Araujo,15.009433026436708,70,62,68,61,"RB,RWB,RM",RB,Mexico,LA Galaxy,0
Leonardo da Silva Lopes,14.978661367769956,70,67,73,67,"CM,CDM",CAM,Portugal,KSV Cercle Brugge,0
Gabriel Costa,14.077874822431765,70,62,70,68,"RW,LW,RM",RW,Peru,Colo-Colo,0
Daniel dos Santos Penha,14.978661367769956,70,56,72,71,"CAM,CM,LW",CAM,Brazil,Daegu FC,0
Will Vaulks,14.151982794585487,70,67,64,64,"CDM,CM",CDM,Wales,Sheffield Wednesday,0
