,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser
3116,You Don't Know Jack,Erin McCarthy,3.72,other,,2757,119,10/1/2006,Brava,NY Girlfriends,2
3117,The Sunset Limite,Cormac McCarthy,3.96,eng,160.0,6494,562,10/24/2006,Vintage,-,0
3118,No Country for Old Me,Cormac McCarthy,4.14,eng,309.0,120421,6140,7/11/2006,Vintage,-,0
3119,McCarthy's Bar: A Journey of Discovery in Irelan,Pete McCarthy,3.8,eng,338.0,8819,394,3/3/2003,St. Martin's Griffin,-,0
3120,The Idio,Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers,4.18,eng,667.0,94133,2760,4/8/2003,Modern Library,-,0
3121,The Complete Idiot's Guide to Calculu,W. Michael Kelley,4.11,other,352.0,64,9,6/27/2006,Alpha,-,0
3122,True and False: Heresy and Common Sense for the Acto,David Mamet,3.95,eng,,1876,147,2/22/1999,Vintage,-,0
3123,On Directing Fil,David Mamet,,eng,107.0,2448,146,1/1/1992,Penguin Books,-,0
3124,Book of Dream,Jack Kerouac/Robert Creeley,3.44,eng,250.0,924,25,5/1/2001,City Lights Publishers,-,0
3125,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Lif,Annie Dillard,4.34,other,,562,42,11/21/1990,Harper Perennial,-,0
3126,Pilgrim at Tinker Cree,Annie Dillard,4.11,eng,,17681,1596,6/1/2000,Harper Perennial,-,0
3127,An American Childhoo,Annie Dillard,3.91,eng,255.0,7102,604,10/15/2013,Harper Perennial,-,0
3128,For the Time Bein,Annie Dillard,4.16,other,205.0,3172,380,2/8/2000,Vintage,-,0
3129,The Maytree,Annie Dillard,3.57,eng,216.0,4870,975,6/12/2007,Harper,-,0
3130,Plan B: Further Thoughts on Fait,Anne Lamott,4.05,eng,352.0,18922,865,3/28/2006,Riverhead Books,-,0
3131,All New Peopl,Anne Lamott,3.63,eng,166.0,1562,111,12/17/1999,Counterpoint LLC,-,0
3132,Operating Instructions: A Journal of My Son's First Yea,Anne Lamott,4.19,eng,251.0,21507,1664,3/8/2005,Anchor,-,0
3133,Stiff: The Curious Lives of Human Cadaver,Mary Roach,4.06,eng,304.0,1029,188,7/1/2004,Penguin,-,0
3134,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remembe,Iain Levison,3.83,eng,,509,81,4/8/2003,Random House Trade,-,0
3135,Stiff Upper Lip  Jeeves,P.G. Wodehouse,4.29,eng,,6970,310,12/17/2002,Everyman's Library,Jeeves,13
3136,The Bonesetter's Daughte,Amy Tan,3.99,eng,387.0,108440,2689,2/4/2003,Ballantine Books,-,0
3137,The Kitchen God's Wif,Amy Tan,4.01,other,416.0,66503,1661,9/21/2006,Penguin Books,-,0
3138,The Moon Lad,Amy Tan/Gretchen Schields,3.97,eng,32.0,1388,64,11/1/1995,Aladdin,-,0
3139,The Short History of a Princ,Jane Hamilton,3.65,eng,432.0,1799,121,4/1/1999,Black Swan,-,0
3140,The Guardia,Jane Hamilton,,eng,239.0,83,20,12/31/1994,Thomas Nelson Publishers,-,0
3141,Sometimes a Great Notio,Ken Kesey/Charles Bowden,4.17,eng,715.0,577,80,8/29/2006,Penguin Classics,-,0
3142,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Suga,Richard Brautigan,4.15,eng,400.0,8721,380,3/1/1989,Houghton Mifflin/Seymour Lawrence,-,0
3143,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Awa,Richard Brautigan,4.29,eng,544.0,2076,95,2/21/1995,Mariner Books,-,0
3144,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monste,Richard Brautigan,4.25,other,608.0,1724,103,2/4/1991,Mariner Books,-,0
3145,An Unfortunate Woma,Richard Brautigan/Taylan Taftaf,3.78,eng,,1349,77,7/10/2001,St. Martin's Griffin,-,0
3146,The Collected Storie,Eudora Welty,4.23,eng,622.0,7084,202,2/1/1982,Mariner Books,-,0
3147,Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughte,Eudora Welty/Richard Ford/Michael Kreyling,4.17,eng,1012.0,274,27,8/1/1998,,-,0
3148,Eudora Welty: Photograph,Eudora Welty/Reynolds Price,4.43,eng,226.0,305,15,10/21/1993,University Press of Mississippi,-,0
3149,On Writin,Eudora Welty/Richard Bausch,,eng,106.0,484,56,9/24/2002,Modern Library,-,0
3150,Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Ma,Eudora Welty,3.94,eng,1.0,92,28,6/27/2006,Caedmon,-,0
3151,Losing Battle,Eudora Welty,3.6,eng,436.0,433,59,8/11/1990,Vintage,-,0
3152,The Eye of the Story: Selected Essays and Review,Eudora Welty,4.06,eng,368.0,102,11,8/29/1990,Vintage,-,0
3153,The Golden Apple,Eudora Welty,,eng,288.0,830,76,9/14/1956,Mariner Books,-,0
3154,One Writer's Beginning,Eudora Welty,,eng,104.0,2717,232,7/21/1998,Harvard University Press,-,0
3155,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Culture,Anne Fadiman,4.17,eng,341.0,60656,4194,9/30/1998,Noonday Press,-,0
3156,Hegemony or Survival: America's Quest for Global Dominanc,Noam Chomsky,3.97,eng,301.0,11173,345,9/1/2004,Holt McDougal,-,0
3157,The Chomsky-Foucault Debate: On Human Natur,Noam Chomsky/Michel Foucault/John Rajchman,3.94,eng,213.0,1953,116,9/1/2006,The New Press,-,0
3158,Media Control: The Spectacular Achievements of Propagand,Noam Chomsky,4.02,eng,103.0,4332,320,9/3/2002,,-,0
3159,11 de Septiembr,Noam Chomsky,3.73,other,144.0,14,2,9/3/2002,Siete Cuentos,-,0
3160,On Anarchis,Noam Chomsky/Barry Pateman,3.93,eng,256.0,4145,192,5/1/2005,AK Press,-,0
3161,The Chomsky Reade,Noam Chomsky,,eng,492.0,1643,38,6/1/1988,Serpent's Tail,-,0
3162,Language and Min,Noam Chomsky,,eng,190.0,819,31,12/1/2006,Cambridge University Press,-,0
3163,Perilous Power: The Middle East & US Foreign Polic,Noam Chomsky/Gilbert Achcar/Stephan R. Shalom,4.05,other,242.0,270,16,9/15/2006,Routledge,-,0
3164,What Uncle Sam Really Want,Noam Chomsky/Arthur Naiman/David Barsamian/Sandy Niemann,3.99,eng,111.0,1679,133,1/1/1992,Odonian Press,-,0
3165,Imperial Ambitions: Conversations on the Post-9/11 Worl,Noam Chomsky/David Barsamian,3.97,eng,226.0,1776,90,10/5/2005,Metropolitan Books/Henry Holt & Co. (NY),-,0
3166,On MisEducation,Noam Chomsky/Donaldo Macedo,3.76,eng,199.0,282,20,2/23/2004,Rowman & Littlefield Publishers,-,0
3167,Aspects of the Theory of Synta,Noam Chomsky,,eng,261.0,296,10,3/15/1969,MIT Press (Cambridge  MA),-,0
3168,On Democracy & Education,Noam Chomsky/C.P. Otero,3.96,other,480.0,84,5,11/22/2002,Routledge Falmer,-,0
3169,Cat Breaking Free,Shirley Rousseau Murphy,4.22,eng,375.0,225,20,10/1/2006,,Joe Grey,11
3170,Confession,Jean-Jacques Rousseau/Patrick Coleman/Angela Scholar,,eng,676.0,4919,160,5/18/2000,,-,0
3171,Cat Cross Their Graves,Shirley Rousseau Murphy,4.32,eng,385.0,504,28,9/27/2005,Avon,Joe Grey,10
3172,The Social Contrac,Jean-Jacques Rousseau/Maurice Cranston,3.77,eng,168.0,29090,451,5/30/2006,Penguin,-,0
3173,Cat in the Dark,Shirley Rousseau Murphy,4.25,other,,723,36,11/3/1999,Avon,Joe Grey,4
3174,The Sourc,James A. Michener,4.3,eng,1080.0,34972,1149,7/9/2002,Random House Trade Paperbacks,-,0
3175,Hawai,James A. Michener,4.2,eng,1136.0,66298,1383,7/9/2002,Dial Press Trade Paperback,-,0
3176,Chesapeak,James A. Michener,4.18,eng,1024.0,19174,664,9/9/2003,Dial Press,-,0
3177,Caravan,James A. Michener,4.05,eng,320.0,4753,400,9/9/2003,Dial Press Trade Paperback,-,0
3178,Iberi,James A. Michener/Robert Vavra,3.71,eng,960.0,2153,152,10/12/1984,Fawcett Crest Books,-,0
3179,Centennia,James A. Michener,4.24,eng,1086.0,95,13,7/1/1989,Fawcett Books,-,0
3180,Carrie,Stephen King/Gregorio Vlastelica,3.96,other,288.0,67,3,9/4/2001,Plaza y Janes,-,0
3181,Marley & Me: Life and Love with the World's Worst Do,John Grogan,4.13,other,306.0,697,158,10/31/2006,William Morrow,-,0
3182,Marley and Me: Life and Love With the World's Worst Do,John Grogan,4.13,eng,291.0,414947,12116,10/18/2005,William Morrow; 1ST edition,-,0
3183,Brodie's notes on Aldous Huxley's brave new worl,Graham Handley,,eng,,0,0,8/20/1992,Macmillan,-,0
3184,The Moon Is Dow,John Steinbeck,3.9,eng,144.0,15806,996,11/30/2000,Penguin Classics,-,0
3185,Ride the Moon Dow,Terry C. Johnston,4.15,other,576.0,103,4,7/6/1999,Bantam,-,0
3186,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in Americ,Margot Adler,4.02,eng,672.0,6509,209,10/3/2006,Penguin Books,-,0
3187,Sing Down the Moo,Scott O'Dell,,eng,124.0,6548,356,3/26/1997,Laurel Leaf Library,-,0
3188,The Transit of Venu,Shirley Hazzard,3.89,eng,352.0,1681,276,10/5/1995,Virago,-,0
3189,Kingsblood Roya,Sinclair Lewis/Charles R. Johnson,3.97,other,352.0,77,11,4/10/2001,Modern Library,-,0
3190,Swann's Way,Marcel Proust/Lydia Davis,,eng,492.0,30493,1767,11/30/2004,Penguin Classics,In Search of Lost Time,1
3191,Lady of the Lak,Elizabeth Mayne,3.27,eng,304.0,70,6,7/25/1997,Harlequin Historical,-,0
3192,A Kiss Before Dyin,Ira Levin/Otto Penzler,,eng,242.0,6548,556,4/7/2003,Carroll & Graf Publishers,-,0
3193,A Kiss Before Dying,Francine Pascal/Kate William,3.67,eng,,267,7,2/1/1996,Bantam,Sweet Valley High,12
3194,The Satanic Verse,Salman Rushdie,3.71,eng,560.0,11,0,9/26/1988,Penguin Books Ltd,-,0
3195,The City of Falling Angel,John Berendt,3.54,eng,414.0,12741,1494,9/26/2006,Penguin Books,-,0
3196,Falling Ange,William Hjortsberg/Ridley Scott/James Crumley,3.92,eng,302.0,2243,220,11/1/2006,,-,0
3197,Falling Angels,Melissa M. Garcia,4.67,eng,216.0,1,0,2/14/2006,iUniverse,Luc Actar,1
3198,The Collaborator: The Trial and Execution of Robert Brasillac,Alice Kaplan,3.9,eng,,77,14,11/1/2001,University of Chicago Press,-,0
3199,The Craze,Ha Jin,3.5,eng,336.0,15,1,10/3/2002,Arrow (A Division of Random House Group),-,0
3200,Chickenhawk: Back in the World Again: Life After Vietna,Robert Mason,,eng,400.0,175,17,5/1/1994,Penguin Books,-,0
3201,Nuns and Soldier,Iris Murdoch/Karen Armstrong,3.93,eng,512.0,503,34,7/30/2002,Penguin Classics,-,0
3202,Sir Gawain And The Green Knigh,Michael Morpurgo/Michael Foreman,3.94,eng,120.0,21,5,11/1/2004,Walker,-,0
3203,Cliffs Notes on Wiesel's Nigh,Maryam Riess,3.4,eng,80.0,5,1,8/22/1996,Cliffs Notes,-,0
3204,The Night Trilogy: Night  Dawn  the Acciden,Elie Wiesel/Marion Wiesel,4.29,eng,318.0,2439,255,9/1/1987,Hill and Wang,-,0
3205,Strong Motio,Jonathan Franzen,3.52,eng,528.0,3996,278,6/1/2007,Fourth Estate (GB),-,0
3206,How to Be Alon,Jonathan Franzen,3.59,eng,306.0,336,33,7/2/2007,Harper Perennial,-,0
3207,The Twenty-Seventh Cit,Jonathan Franzen,3.12,eng,528.0,3621,330,9/8/2001,Picador USA,-,0
3208,Second Ring of Powe,Carlos Castañeda,4.03,other,328.0,2779,33,4/1/1991,Washington Square Press,-,0
3209,The Active Side of Infinit,Carlos Castañeda,4.16,eng,,1952,70,12/22/1999,Harper Perennial,-,0
3210,Journey to Ixtla,Carlos Castañeda,4.12,eng,272.0,8541,257,2/1/1991,Washington Square Press,-,0
3211,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Univers,Carlos Castañeda,4.03,eng,304.0,956,37,1/1/2001,,-,0
3212,Power of Silenc,Carlos Castañeda,4.22,eng,288.0,2253,53,6/1/1991,Washington Square Press,-,0
3213,Tales of Powe,Carlos Castañeda,4.13,other,304.0,4657,89,1/1/1991,Washington Square Press,-,0
3214,Fire from Withi,Carlos Castañeda,4.14,other,304.0,2554,67,1/1/1991,Washington Square Press,-,0
3215,The Art of Dreamin,Carlos Castañeda,4.1,eng,,3618,97,2/16/2004,Element,-,0
3216,The Best Stories of Fyodor Dostoevsk,Fyodor Dostoyevsky/David Magarshack,,eng,352.0,110,6,7/26/2005,Modern Library,-,0
3217,The Best Short Storie,Fyodor Dostoyevsky/David Magarshack,4.26,eng,,2711,89,2/13/2001,Modern Library,-,0
3218,Demon,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.27,eng,733.0,214,27,10/24/2000,Everyman's Library,-,0
3219,Great Short Works of Fyodor Dostoevsk,Fyodor Dostoyevsky/Ronald Hingley,4.42,eng,,1330,29,7/6/2004,Harper Perennial Modern Classics,-,0
3220,Celtic Tree Mysteries: Practical Druid Magic & Divinatio,Steve Blamires/Sandy Leuthner,3.92,other,278.0,192,5,10/8/2002,Llewellyn Publications,-,0
3221,Rebecc,Daphne du Maurier/Sally Beauman,4.23,other,441.0,179639,8119,12/1/2007,Virago Press (UK),-,0
3222,Betraying Spinoza: The Renegade Jew Who Gave Us Modernit,Rebecca Goldstein,3.92,other,304.0,536,79,5/30/2006,Schocken,-,0
3223,Shadow of the Moon,Rebecca York,3.79,eng,336.0,534,25,6/6/2006,Berkley Sensation,Moon,5
3224,Black Lamb and Grey Falco,Rebecca West/Christopher Hitchens,4.23,eng,1181.0,1623,228,1/30/2007,Penguin Classics,-,0
3225,Operation Shylock: A Confessio,Philip Roth,3.77,eng,,3115,188,6/16/1994,Vintage,-,0
3226,Operation Shylock. Ein Bekenntni,Philip Roth,3.77,other,464.0,1,0,1/1/1994,Carl Hanser,-,0
3227,Lost in the Funhous,John Barth,,eng,205.0,5052,305,3/1/1988,Anchor Books,-,0
3228,CliffsNotes on Faulkner's As I Lay Dying,James Lamar Roberts/William Faulkner/CliffsNotes,3.73,eng,72.0,10,3,3/13/1964,Cliffs Notes,-,0
3229,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dus,William Faulkner,4.05,eng,760.0,8,1,3/12/1988,Octopus Books,-,0
3230,CliffsNotes on Faulkner's Absalom  Absalom,James Lamar Roberts/CliffsNotes,3.12,eng,,8,1,2/28/1964,Cliffs Notes,-,0
3231,The Aenei,Virgil/Robert Fagles/Bernard Knox,3.84,eng,486.0,892,117,11/2/2006,Viking,-,0
3232,Aenei,Virgil/Stanley Lombardo/W. R. Johnson,3.84,eng,340.0,319,27,3/15/2005,Hackett Publishing Company  Inc.,-,0
3233,Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergilian,Virgil/G.P. Goold,4.4,other,590.0,583,5,1/1/2001,Harvard University Press,-,0
3234,The Castle of Otrant,Horace Walpole/E.F. Bleiler/Walter Scott,3.18,eng,,237,39,3/19/2004,Dover Publications,-,0
3235,Messenger,Lois Lowry,3.91,eng,169.0,93589,6654,8/22/2006,Ember,The Giver,3
3236,Gossame,Lois Lowry,3.9,eng,144.0,13788,1554,4/24/2006,HMH Books for Young Readers,-,0
3237,Anastasia on Her Own,Lois Lowry,3.9,eng,160.0,1521,44,6/1/1986,Yearling Books,Anastasia Krupnik,5
3238,Stay!: Keeper's Stor,Lois Lowry/True Kelley,,eng,128.0,194,32,3/9/1999,Yearling,-,0
3239,Gathering Blue,Lois Lowry,3.82,eng,240.0,132584,9341,9/25/2000,Delacorte Press,The Giver,2
3240,See You Around  Sam!,Lois Lowry/Diane deGroat,,eng,128.0,244,15,3/9/1998,Yearling,Sam Krupnik,3
3241,King Lea,William Shakespeare,3.91,eng,,154195,2806,1/1/2004,Simon  Schuster,-,0
3242,The Turn of the Screw,Henry James/Deborah Esch/Jonathan Warren,3.43,eng,271.0,790,93,7/17/1999,W. W. Norton & Co.,-,0
3243,The Turn of the Screw and The Aspern Paper,Henry James/Anthony Curtis,3.79,eng,272.0,6769,270,6/26/2003,Penguin Books,-,0
3244,The Turn of the Screw and Other Short Fictio,Henry James/R.W.B. Lewis,3.8,eng,,3083,134,11/1/2008,Bantam Classic,-,0
3245,The Turn of the Scre,Henry James/Peter G. Beidler,,eng,386.0,616,77,11/6/2003,,-,0
3246,Much Ado about Nothin,William Shakespeare/Mary Berry/Michael Clamp,4.07,eng,196.0,128,12,9/1/2005,Cambridge University Press,-,0
3247,Much Ado About Nothin,William Shakespeare/David L. Stevenson,4.07,eng,,1230,62,7/1/1998,Signet Classic,-,0
3248,Much Ado about Nothing,William Shakespeare/Roma Gill,,eng,160.0,13,2,12/12/2002,Oxford University Press  USA,-,0
3249,Winter's Tal,Mark Helprin,3.5,eng,748.0,21851,3510,6/1/2005,Mariner Books,-,0
3250,Winter's Tale,Isak Dinesen/Karen Blixen,3.9,eng,320.0,1464,100,6/1/1993,Vintage,-,0
3251,Tempest,Troy Denning,3.82,eng,400.0,5704,94,11/28/2006,Del Rey,Star Wars: Legacy of the Force,3
3252,Red: Passion and Patience in the Deser,Terry Tempest Williams,4.02,eng,,1309,107,10/8/2002,Vintage,-,0
3253,Hamlet  The Texts of 1603 and 162,William Shakespeare/Neil Taylor,4.27,eng,384.0,15,0,3/22/2006,,-,0
3254,Hamlet's Dresser: A Memoi,Bob      Smith,3.74,eng,288.0,375,63,2/1/2003,Scribner,-,0
3255,The Hamle,William Faulkner,3.87,eng,409.0,4208,216,10/29/1991,Vintage International,-,0
3256,Othell,William Shakespeare,3.89,eng,314.0,273070,4265,1/1/2004,Simon  Schuster,-,0
3257,Julius Caesa,William Shakespeare/Roma Gill,3.68,eng,128.0,138685,2595,10/17/2002,Oxford University Press  USA,-,0
3258,Cliffsnotes on Shakespeare's Henry IV  Part,James K. Lowers/William Shakespeare/CliffsNotes,3.88,eng,80.0,17,0,6/15/1960,Cliffs Notes,-,0
3259,King Henry IV  Part,William Shakespeare/David Scott Kastan,3.83,eng,398.0,17782,493,11/7/2002,Bloomsbury Arden Shakespeare,-,0
3260,Alice in Wonderlan,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,eng,92.0,364782,5234,9/7/2004,Gramercy Books,-,0
3261,Alice In Wonderlan,Lewis Carroll/John Tenniel,4.02,eng,160.0,143,18,9/1/2001,Scholastic Paperbacks,-,0
3262,Justine,Lawrence Durrell,3.89,eng,253.0,5428,542,7/12/1991,Penguin Books,The Alexandria Quartet,1
3263,Clea,Lawrence Durrell,4.18,other,288.0,1896,124,7/12/1991,Penguin Books,The Alexandria Quartet,4
3264,Kate Vaide,Reynolds Price,3.91,eng,306.0,1345,114,5/29/1998,Scribner,-,0
3265,The Social Contract and The First and Second Discourse,Jean-Jacques Rousseau/Susan Dunn/Gita May/Robert N. Bellah/David Bromwich/Conor           Cruise O'Brien,3.83,eng,328.0,63,2,2/8/2002,Yale University Press,-,0
3266,Nature Gir,Carl Hiaasen,3.63,eng,,19245,1533,11/14/2006,Alfred A. Knopf,-,0
3267,Stormy Weathe,Carl Hiaasen,3.95,other,388.0,12609,696,3/1/2001,Grand Central Publishing,-,0
3268,Skin Tight,Carl Hiaasen,3.96,other,420.0,14475,571,4/12/2005,Warner Books (NY),Mick Stranahan,1
3269,Basket Cas,Carl Hiaasen,,eng,400.0,13125,743,2/1/2005,Grand Central Publishing,-,0
3270,Tourist Seaso,Carl Hiaasen,3.94,eng,,15459,669,5/9/2005,Warner Books (NY),-,0
3271,Sick Pupp,Carl Hiaasen,3.89,eng,464.0,20070,1047,4/12/2005,Grand Central Publishing,-,0
3272,Flus,Carl Hiaasen,3.88,eng,263.0,23811,2348,9/13/2005,Alfred A. Knopf Books for Young Readers,-,0
3273,Double Whammy,Carl Hiaasen,,eng,,11050,624,3/1/2005,Grand Central Publishing,Skink,1
3274,Naked Came the Manate,Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson,3.48,eng,208.0,2303,161,1/20/1998,Ballantine Books,-,0
3275,Strip Teas,Carl Hiaasen,,eng,464.0,12371,536,3/1/2005,Grand Central Publishing,-,0
3276,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Teas,Carl Hiaasen/Edward Asner,,eng,9.0,44,1,1/4/2000,Random House Audio,-,0
3277,Skinny Dip,Carl Hiaasen,3.81,eng,496.0,33459,2602,5/1/2006,Grand Central Publishing,Mick Stranahan,2
3278,Hoo,Carl Hiaasen,3.82,eng,292.0,85404,3692,3/14/2006,,-,0
3279,Suburban Nation: The Rise of Sprawl and the Decline of the American Drea,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,4.08,eng,,1980,154,4/16/2001,North Point Press,-,0
3280,The Bible Cure For Diabete,Don Colbert,3.84,eng,96.0,21,1,8/19/1999,Siloam,-,0
3281,The Celestine Prophecy: A Pocket Guide to the Nine Insight,James Redfield,3.87,eng,68.0,1256,100,12/2/2005,Warner Books (NY),-,0
3282,The Tenth Insight: Holding the Vision,James Redfield,3.64,eng,256.0,9889,337,12/1/1998,Grand Central Publishing,Celestine Prophecy,2
3283,The Celestine Prophecy: An Experiential Guid,James Redfield,3.84,eng,304.0,120,11,7/6/1995,Bantam,-,0
3284,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Value,Robert M. Pirsig,3.77,eng,412.0,424,47,6/1/1979,Quill,-,0
3285,The Dark Side Of Genius: The Life Of Alfred Hitchcoc,Donald Spoto,3.83,other,608.0,990,97,8/30/1999,Da Capo Press,-,0
3286,Enchantment: The Life of Audrey Hepbur,Donald Spoto,3.87,eng,352.0,2703,267,4/2/2007,Harmony,-,0
3287,Marilyn Monroe: The Biograph,Donald Spoto,,eng,,1396,99,7/17/2001,Cooper Square Publishers,-,0
3288,Cross,James Patterson,4.0,eng,393.0,48095,1633,11/13/2006,Little Brown and Company,Alex Cross,12
3289,Judge & Jur,James Patterson/Andrew Gross,4.0,eng,419.0,41805,831,7/31/2006,Little  Brown and Company,-,0
3290,The 6th Target,James Patterson/Maxine Paetro,,eng,390.0,47196,1464,5/8/2007,Little Brown and Company,Women's Murder Club,6
3291,The Quicki,James Patterson/Michael Ledwidge,3.83,eng,357.0,32963,2132,7/2/2007,Little  Brown and Company,-,0
3292,You've Been Warne,James Patterson/Howard Roughan,3.53,eng,374.0,18058,1519,9/10/2007,Little Brown and Company,-,0
3293,2nd Chance,James Patterson/Andrew Gross,4.04,eng,400.0,78780,2118,5/20/2005,Grand Central Publishing,Women's Murder Club,2
3294,1st to Die,James Patterson,4.08,eng,,269826,5220,5/20/2005,Grand Central Publishing,Women's Murder Club,1
3295,Season of the Machet,James Patterson,3.25,eng,341.0,5512,227,4/1/1995,Vision,-,0
3296,School's Out—Forever,James Patterson,4.15,eng,409.0,103221,2689,5/23/2006,,Maximum Ride,2
3297,Jack & Jill,James Patterson,3.96,eng,,58414,1191,8/1/2003,Grand Central Publishing,Alex Cross,3
3298,The Midnight Clu,James Patterson,,eng,368.0,10970,322,6/1/1999,Vision,-,0
3299,Cat & Mouse,James Patterson,3.98,eng,432.0,242,15,8/1/2003,Grand Central Publishing,Alex Cross,4
3300,Pop Goes the Weasel,James Patterson,4.0,eng,461.0,52093,985,10/1/2000,TIme Warner Books,Alex Cross,5
3301,Roses Are Red,James Patterson,4.04,eng,421.0,220,19,6/25/2001,Headline,Alex Cross,6
3302,Along Came a Spider,James Patterson,4.11,eng,449.0,369267,4011,8/1/2003,Grand Central Publishing,Alex Cross,1
3303,Black Frida,James Patterson,3.68,eng,480.0,9714,220,4/1/2000,Vision,-,0
3304,Honeymoon,James Patterson/Howard Roughan,3.83,eng,406.0,34087,1809,1/1/2007,Grand Central Publishing,Honeymoon,1
3305,Kiss the Girls,James Patterson,3.96,eng,481.0,297211,2943,7/1/2000,Grand Central Publishing,Alex Cross,2
3306,The Thomas Berryman Numbe,James Patterson,2.86,eng,272.0,4320,307,4/1/1996,Grand Central Publishing,-,0
3307,London Bridges,James Patterson,3.94,eng,403.0,36334,905,10/1/2005,Vision,Alex Cross,10
3308,The Angel Experiment,James Patterson,4.08,eng,,187892,7624,5/5/2006,Grand Central Publishing,Maximum Ride,1
3309,3rd Degree,James Patterson/Andrew Gross,4.02,eng,352.0,268,13,5/20/2005,Grand Central Publishing,Women's Murder Club,3
3310,The Jeste,James Patterson/Andrew Gross,3.8,eng,548.0,16563,849,3/1/2004,Headline,-,0
