title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category
Refle,Dick Francis,4.07,eng,304.0,4675,129,10/4/2005,G.P. Putnam's Sons,-,0,10,4,2005,21,1,от 100 до 500 стр.
Decide,Dick Francis,3.99,eng,341.0,3461,133,12/7/2004,,-,0,12,7,2004,21,1,от 100 до 500 стр.
Slay Rid,Dick Francis,3.82,other,288.0,2215,60,4/6/2004,,-,0,4,6,2004,21,1,от 100 до 500 стр.
Bonecrac,Dick Francis,,eng,304.0,2910,84,6/6/2006,G.P. Putnam's Sons,-,0,6,6,2006,21,1,от 100 до 500 стр.
Nerv,Dick Francis,,eng,320.0,3581,113,9/1/1998,Jove,-,0,9,1,1998,20,1,от 100 до 500 стр.
Break In,Dick Francis,4.05,eng,320.0,3758,128,1/4/2005,G.P. Putnam's Sons,Kit Fielding,1,1,4,2005,21,1,от 100 до 500 стр.
Blood Spor,Dick Francis,3.89,eng,288.0,4600,113,11/2/2004,G.P. Putnam's Sons,-,0,11,2,2004,21,1,от 100 до 500 стр.
Straigh,Dick Francis,4.05,eng,320.0,3513,143,2/7/2006,G.P. Putnam's Sons,-,0,2,7,2006,21,1,от 100 до 500 стр.
10 lb Penalt,Dick Francis,3.9,eng,320.0,3490,177,8/3/2004,G.P. Putnam's Sons,-,0,8,3,2004,21,1,от 100 до 500 стр.
Trial Ru,Dick Francis,3.83,eng,272.0,2004,54,9/7/2004,G.P. Putnam's Sons,-,0,9,7,2004,21,1,от 100 до 500 стр.
Wild Horse,Dick Francis,3.91,eng,352.0,2935,154,5/4/2004,G.P. Putnam's Sons,-,0,5,4,2004,21,1,от 100 до 500 стр.
Field of Thirtee,Dick Francis,3.73,eng,,2053,85,3/2/2004,G.P. Putnam's Sons,-,0,3,2,2004,21,1,
Driving Forc,Dick Francis,3.96,eng,384.0,2635,107,12/29/1993,,-,0,12,29,1993,20,1,от 100 до 500 стр.
Flying Finis,Dick Francis,3.97,eng,276.0,2587,89,8/1/1999,Jove,-,0,8,1,1999,20,1,от 100 до 500 стр.
Bolt,Dick Francis,4.04,eng,288.0,5043,121,5/3/2005,G.P. Putnam's Sons,Kit Fielding,2,5,3,2005,21,1,от 100 до 500 стр.
Come to Grief,Dick Francis,4.01,eng,384.0,3786,134,12/6/2005,G.P. Putnam's Sons,Sid Halley,3,12,6,2005,21,1,от 100 до 500 стр.
Enquir,Dick Francis,,other,,96,4,7/6/2004,G.P. Putnam's Sons,-,0,7,6,2004,21,1,
Odds Against,Dick Francis,4.06,eng,288.0,3749,130,2/1/2005,G.P. Putnam's Sons,Sid Halley,1,2,1,2005,21,1,от 100 до 500 стр.
Banke,Dick Francis,4.06,eng,288.0,3092,132,10/3/2000,Michael Joseph,-,0,10,3,2000,20,1,от 100 до 500 стр.
Whip Hand,Dick Francis,4.1,eng,304.0,5108,143,6/7/2005,,Sid Halley,2,6,7,2005,21,1,от 100 до 500 стр.
A Jockey's Life: The Biography of Lester Piggot,Dick Francis,3.59,eng,468.0,82,2,7/12/1987,Fawcett,-,0,7,12,1987,20,1,от 100 до 500 стр.
The Dick Francis Treasury of Great Racing Storie,Dick Francis/John Welcome,3.79,eng,221.0,64,3,3/22/1992,Fawcett,-,0,3,22,1992,20,2,от 100 до 500 стр.
Come to Grief / Decider / Wild Horse,Dick Francis,,eng,707.0,32,0,11/10/1997,Putnam Adult,-,0,11,10,1997,20,1,от 500 до 1000 стр.
Odds Agains,Dick Francis,4.06,eng,277.0,56,4,4/1/2000,Jove,-,0,4,1,2000,20,1,от 100 до 500 стр.
Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference,Lynne Truss/Bonnie Timmons,4.15,eng,32.0,1371,205,7/25/2006,G.P. Putnam's Sons Books for Young Readers,-,0,7,25,2006,21,2,до 100 стр.
Talk to the Hand: The Utter Bloody Rudeness of Everyday Lif,Lynne Truss,3.33,eng,214.0,204,30,10/24/2005,Profile Books,-,0,10,24,2005,21,1,от 100 до 500 стр.
The Spice and Herb Bibl,Ian Hemphill/Kate Hemphill,4.25,eng,,155,16,9/14/2006,Robert Rose,-,0,9,14,2006,21,2,
Master and Commander,Patrick O'Brian,4.1,other,,541,95,10/17/2003,W. W. Norton  Company,Aubrey/Maturin,1,10,17,2003,21,1,
The Making of Master and Commander: The Far Side of the Worl,Tom McGregor,3.97,eng,168.0,96,13,10/17/2003,W. W. Norton  Company,-,0,10,17,2003,21,1,от 100 до 500 стр.
The Ionian Mission,Patrick O'Brian/Simon Vance,4.32,eng,10.0,3659,80,10/1/2005,Blackstone Audiobooks,Aubrey/Maturin,8,10,1,2005,21,2,до 100 стр.
Her Master and Commander,Karen Hawkins,3.8,eng,372.0,799,31,2/28/2006,Avon,Just Ask Reeves,1,2,28,2006,21,1,от 100 до 500 стр.
Strange Sounds: Music  Technology & Cultur,Timothy D. Taylor,3.77,eng,278.0,26,0,10/14/2001,,-,0,10,14,2001,21,1,от 100 до 500 стр.
Stanley Par,Timothy  Taylor,3.57,eng,436.0,1818,89,9/25/2003,Counterpoint LLC,-,0,9,25,2003,21,1,от 100 до 500 стр.
Crow Lak,Mary Lawson,3.88,eng,324.0,14109,1591,1/13/2003,Dial Press Trade Paperback,-,0,1,13,2003,21,1,от 100 до 500 стр.
Xenocide,Orson Scott Card/Piotr W. Cholewa,,eng,592.0,119937,3139,7/15/1996,Tor Books,Ender's Saga,3,7,15,1996,20,2,от 500 до 1000 стр.
The Life of Sir Arthur Conan Doyl,John Dickson Carr/Daniel Stashower,4.01,eng,320.0,148,6,11/11/2003,Da Capo Press,-,0,11,11,2003,21,2,от 100 до 500 стр.
The Lost World,Arthur Conan Doyle/Philip Gooden,3.92,eng,224.0,18,4,9/3/2002,Penguin Books,-,0,9,3,2002,21,2,от 100 до 500 стр.
Las aventuras de Sherlock Holme,Arthur Conan Doyle/Javier Gomez Rea,4.33,eng,192.0,116,11,4/1/2005,Edimat Libros,-,0,4,1,2005,21,2,от 100 до 500 стр.
Wild Ducks Flying Backwar,Tom Robbins,3.55,eng,272.0,5768,262,8/29/2006,Bantam,-,0,8,29,2006,21,1,от 100 до 500 стр.
Unlimited Power: The New Science Of Personal Achievemen,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,eng,448.0,25135,420,12/22/1997,Free Press,-,0,12,22,1997,20,3,от 100 до 500 стр.
Robbins and Cotran Review of Patholog,Edward C. Klatt/Vinay   Kumar,4.33,other,,55,6,11/12/2004,Saunders,-,0,11,12,2004,21,2,
Fierce Invalids Home from Hot Climate,Tom Robbins,4.03,other,445.0,24792,1139,5/29/2001,Bantam,-,0,5,29,2001,21,1,от 100 до 500 стр.
Jitterbug Perfum,Tom Robbins,4.25,eng,342.0,54516,2721,4/9/2001,No Exit Press,-,0,4,9,2001,21,1,от 100 до 500 стр.
Life  the Universe and Everything,Douglas Adams,4.2,eng,,166574,2192,4/26/2005,Del Rey,Hitchhiker's Guide to the Galaxy,3,4,26,2005,21,1,
So Long  and Thanks for All the Fish,Douglas Adams,4.09,eng,167.0,93997,1394,3/8/2002,Picador USA,Hitchhiker's Guide to the Galaxy,4,3,8,2002,21,1,от 100 до 500 стр.
The Restaurant at the End of the Universe,Douglas Adams/Martin  Freeman,4.22,eng,6.0,493,95,6/1/2006,Random House Audio Publishing Group,The Hitchhiker's Guide to the Galaxy,2,6,1,2006,21,2,до 100 стр.
Starship Titani,Terry Jones/Marie-Catherine Caillava,3.6,other,189.0,8790,152,11/30/2001,J'ai Lu,-,0,11,30,2001,21,2,от 100 до 500 стр.
The Illustrated Hitchhiker's Guide To The Galax,Douglas Adams,4.35,eng,,294,19,10/11/1994,Harmony,-,0,10,11,1994,20,1,
Margaret Atwood: The Handmaid's Tal,Hélène Greven-Borde,4.27,other,108.0,2122,86,11/1/1998,Klincksieck,-,0,11,1,1998,20,1,от 100 до 500 стр.
Point to Point Navigatio,Gore Vidal,3.7,eng,277.0,621,90,11/7/2006,Doubleday Books,-,0,11,7,2006,21,1,от 100 до 500 стр.
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About I,Al Gore,3.77,eng,328.0,5783,433,5/24/2006,Rodale Books,-,0,5,24,2006,21,1,от 100 до 500 стр.
Palimpses,Gore Vidal,,other,448.0,1485,94,9/1/1996,Penguin Books,-,0,9,1,1996,20,1,от 100 до 500 стр.
Lincol,Gore Vidal,4.21,eng,672.0,7326,430,2/15/2000,Vintage,-,0,2,15,2000,20,1,от 500 до 1000 стр.
Bur,Gore Vidal,4.07,eng,430.0,7265,526,2/15/2000,Vintage,-,0,2,15,2000,20,1,от 100 до 500 стр.
Comfort Me with Apples: More Adventures at the Tabl,Ruth Reichl,4.04,eng,302.0,17939,947,4/9/2002,Random House Trade,-,0,4,9,2002,21,1,от 100 до 500 стр.
Comfort Me With Apple,Ruth Reichl,4.04,eng,299.0,15,3,1/1/2001,,-,0,1,1,2001,21,1,от 100 до 500 стр.
The Last Temptation of Chris,Nikos Kazantzakis/Peter A. Bien,4.16,eng,506.0,8966,454,3/1/1998,Simon  Schuster,-,0,3,1,1998,20,2,от 500 до 1000 стр.
Her Last Temptatio,Leslie Kelly,3.59,eng,,112,5,5/31/2005,Harlequin Temptation,-,0,5,31,2005,21,1,
The Last Temptation,Val McDermid,4.01,eng,496.0,4991,271,3/1/2005,St. Martin's Paperbacks,Tony Hill & Carol Jordan,3,3,1,2005,21,1,от 100 до 500 стр.
The Last Temptatio,Nikos Kazantzakis/Peter A. Bien,4.16,eng,589.0,114,14,11/10/1995,Faber  Faber,-,0,11,10,1995,20,2,от 500 до 1000 стр.
Desert Daw,Waris Dirie/Jeanne D'Haem,3.83,other,,2011,84,6/1/2004,Virago UK,-,0,6,1,2004,21,2,
Desert Flowe,Waris Dirie/Cathleen Miller,4.15,eng,,11981,735,3/15/2011,William Morrow Paperbacks,-,0,3,15,2011,21,2,
Desert Childre,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,other,240.0,509,25,11/1/2005,Virago UK,-,0,11,1,2005,21,3,от 100 до 500 стр.
L'Aube du déser,Waris Dirie/Jeanne d' Haem,3.83,other,288.0,1,0,11/1/2002,Albin Michel,-,0,11,1,2002,21,2,от 100 до 500 стр.
The Beac,Joanna Strange,3.84,eng,112.0,68,9,2/19/2001,Longman,-,0,2,19,2001,21,1,от 100 до 500 стр.
The Weekenders: Travels in the Heart of Afric,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,3.16,eng,340.0,123,12,11/8/2001,,-,0,11,8,2001,21,8,от 100 до 500 стр.
I Feel Bad About My Neck: And Other Thoughts on Being a Woma,Nora Ephron,3.69,eng,137.0,38506,4719,8/1/2006,Knopf Publishing Group,-,0,8,1,2006,21,1,от 100 до 500 стр.
Feel the Fear . . . and Do It Anywa,Susan  Jeffers,4.03,eng,217.0,506,53,12/26/2006,Ballantine Books,-,0,12,26,2006,21,1,от 100 до 500 стр.
Touch & Feel: Animals Boxed Se,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,eng,36.0,24,3,2/15/2003,DK Publishing,-,0,2,15,2003,21,3,до 100 стр.
Today I Feel Silly  Other Moods That Make My Da,Jamie Lee Curtis/Laura Cornell,4.16,other,40.0,4171,518,7/31/2007,HarperCollins,-,0,7,31,2007,21,2,до 100 стр.
My First Word Touch and Fee,Anne Millard,3.79,eng,12.0,24,6,9/19/2001,DK Children,-,0,9,19,2001,21,1,до 100 стр.
When I Feel Angr,Nancy Cote/Cornelia Maude Spelman,3.98,eng,24.0,113,4,1/1/2000,Albert Whitman  Company,-,0,1,1,2000,20,2,до 100 стр.
Violet's House: A Giant Touch-and-Feel Book,Julie Aigner-Clark/Nadeem Zaidi,4.0,eng,10.0,39,7,11/1/2003,Disney Press,-,0,11,1,2003,21,2,до 100 стр.
The White Masa,Corinne Hofmann/Peter Millar,3.45,eng,320.0,4504,491,10/10/2006,Amistad,-,0,10,10,2006,21,2,от 100 до 500 стр.
The Story of a Seagull and the Cat Who Taught Her to Fl,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,4.14,eng,128.0,5097,219,8/1/2006,Scholastic Paperbacks,-,0,8,1,2006,21,3,от 100 до 500 стр.
Ahora sabréis lo que es corre,Dave Eggers/María Victoria Alonso Blanco,3.63,other,,3,1,3/31/2004,Mondadori,-,0,3,31,2004,21,2,
The Burgess Bird Book for Childre,Thornton W. Burgess/Louis Agassiz Fuertes,,eng,,1253,54,4/23/2003,Dover Publications,-,0,4,23,2003,21,2,
The Burgess Animal Book for Childre,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,eng,275.0,478,30,9/10/2004,Dover Publications,-,0,9,10,2004,21,2,от 100 до 500 стр.
The Adventures of Jimmy Skun,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,eng,96.0,275,19,5/20/1994,Dover Publications,-,0,5,20,1994,20,3,до 100 стр.
The Wanting See,Anthony Burgess,3.71,other,,5423,293,12/17/1996,W. W. Norton  Company,-,0,12,17,1996,20,1,
A Clockwork Orang,Anthony Burgess/Blake Morrison,3.99,eng,159.0,5366,524,2/24/2000,Penguin Classics,-,0,2,24,2000,20,2,от 100 до 500 стр.
Clockwork Orang,Anthony Burgess,3.99,other,235.0,65,7,3/1/2000,Heyne,-,0,3,1,2000,20,1,от 100 до 500 стр.
A Clockwork Orange,Anthony Burgess,,eng,51.0,28,2,3/10/2017,Methuen Drama,-,0,3,10,2017,21,1,до 100 стр.
One Hand Clappin,Anthony Burgess,3.82,eng,224.0,1008,51,7/15/1999,Da Capo Press,-,0,7,15,1999,20,1,от 100 до 500 стр.
The Doctor is Sic,Anthony Burgess,3.62,eng,260.0,966,39,8/17/1997,W.W. Norton  Company,-,0,8,17,1997,20,1,от 100 до 500 стр.
Earthly Power,Anthony Burgess,4.16,eng,649.0,2116,157,5/6/2004,Vintage Classics,-,0,5,6,2004,21,1,от 500 до 1000 стр.
Past Morte,Ben Elton,3.75,eng,460.0,4422,211,5/2/2005,Black Swan,-,0,5,2,2005,21,1,от 100 до 500 стр.
This Other Ede,Ben Elton,3.72,eng,,2292,69,7/1/2003,Black Swan,-,0,7,1,2003,21,1,
Saint-Exupér,Stacy Schiff/Antoine de Saint-Exupéry,4.02,eng,560.0,208,27,2/7/2006,Holt Paperbacks,-,0,2,7,2006,21,2,от 500 до 1000 стр.
Le Petit Princ,Antoine de Saint-Exupéry,4.31,other,123.0,366,19,2/1/2004,Gallimard Jeunesse,-,0,2,1,2004,21,1,от 100 до 500 стр.
Macbet,William Shakespeare,3.9,eng,,592315,7791,7/1/2013,Simon  Schuster,-,0,7,1,2013,21,1,
Death of a Scriptwriter,M.C. Beaton,3.79,eng,198.0,3280,188,6/1/1999,Warner Books,Hamish Macbeth,14,6,1,1999,20,1,от 100 до 500 стр.
Death of a Poison Pen,M.C. Beaton,3.83,other,227.0,3318,204,1/1/2005,Warner Books,Hamish Macbeth,19,1,1,2005,21,1,от 100 до 500 стр.
Death of an Outsider,M.C. Beaton,3.83,eng,,5757,321,7/1/2005,Warner Books,Hamish Macbeth,3,7,1,2005,21,1,
Cliffs Notes on Shakespeare's Macbet,Alex Went,3.59,other,112.0,25,2,5/30/2000,Cliffs Notes,-,0,5,30,2000,20,1,от 100 до 500 стр.
Death of an Addict,M.C. Beaton,3.8,eng,214.0,3015,167,3/1/2001,Warner Books,Hamish Macbeth,15,3,1,2001,21,1,от 100 до 500 стр.
A Year in the Life of William Shakespeare: 159,James Shapiro,4.09,eng,333.0,2330,252,6/13/2006,,-,0,6,13,2006,21,1,от 100 до 500 стр.
Who Was William Shakespeare,Celeste Davidson Mannis/John   O'Brien,4.05,eng,105.0,755,94,12/28/2006,Grosset & Dunlap,-,0,12,28,2006,21,2,от 100 до 500 стр.
Planet of the Ape,Pierre Boulle/Xan Fielding,3.95,other,192.0,88,14,6/6/2000,Wings,-,0,6,6,2000,20,2,от 100 до 500 стр.
Planet of the Apes: Colon,William T. Quick,,eng,,24,1,3/25/2003,HarperEntertainment,-,0,3,25,2003,21,1,
Planet of the Apes  Volume 1: Old God,Ian Edginton,2.62,eng,80.0,8,2,3/5/2002,Dark Horse Comics,-,0,3,5,2002,21,1,до 100 стр.
Planet of the Apes: The Fal,William T. Quick,2.92,eng,288.0,53,2,6/4/2002,HarperEntertainment,-,0,6,4,2002,21,1,от 100 до 500 стр.
Return to the Planet of the Apes:  Visions from Nowher,William Arrow,3.33,eng,183.0,12,1,6/1/1976,Ballantine Books,-,0,6,1,1976,20,1,от 100 до 500 стр.
Planet of the Apes: The Human Wa,Ian Edginton,3.28,eng,72.0,1,1,7/27/2001,Titan Books Ltd,-,0,7,27,2001,21,1,до 100 стр.
Battle for the Planet of the Ape,David Gerrold/John William Corrington/Joyce Hooper Corrington,,eng,,461,10,6/1/1973,Award Books,-,0,6,1,1973,20,3,
World War Z: An Oral History of the Zombie Wa,Max Brooks,4.01,eng,342.0,370331,20582,9/12/2006,Crown,-,0,9,12,2006,21,1,от 100 до 500 стр.
The War of the World,H.G. Wells/Arthur C. Clarke,3.82,eng,192.0,196425,4549,3/12/2002,Modern Library,-,0,3,12,2002,21,2,от 100 до 500 стр.
The Second World War: A Complete Histor,Martin  Gilbert,,eng,,919,44,6/1/2004,Holt McDougal,-,0,6,1,2004,21,1,
A Short History of World War I,James L. Stokesbury,3.95,eng,416.0,472,41,1/1/1980,William Morrow Paperbacks,-,0,1,1,1980,20,1,от 100 до 500 стр.
Best Science Fiction Stories of H. G. Well,H.G. Wells,3.84,eng,320.0,60,4,11/24/2011,Dover Publications,-,0,11,24,2011,21,1,от 100 до 500 стр.
The Invisible Ma,H.G. Wells,3.64,eng,208.0,333,23,9/1/2004,Scholastic Paperbacks,-,0,9,1,2004,21,1,от 100 до 500 стр.
The Hound of the Baskerville,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,eng,256.0,191128,4802,7/1/2001,Signet,-,0,7,1,2001,21,3,от 100 до 500 стр.
The Hound of the Baskervilles,Arthur Conan Doyle/David Timson,4.11,eng,5.0,135,20,3/30/2005,Naxos Audiobooks,Sherlock Holmes,5,3,30,2005,21,2,до 100 стр.
Sherlock Holmes and the Case of the Hound of the Baskervilles,Malvina G. Vogel/Arthur Conan Doyle,4.51,other,237.0,33,1,1/1/2005,Abdo Publishing Company,-,0,1,1,2005,21,2,от 100 до 500 стр.
Jamie's Ital,Jamie Oliver/David Loftus/Chris Terry,4.01,eng,,7653,90,11/14/2006,Hachette Books,-,0,11,14,2006,21,3,
Jamie's Dinners: The Essential Family Cookboo,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,eng,336.0,4296,51,11/3/2004,,-,0,11,3,2004,21,4,от 100 до 500 стр.
The Lake of Souls,Darren Shan,4.18,eng,272.0,18536,350,9/6/2006,Little  Brown Books for Young Readers,Cirque du Freak,10,9,6,2006,21,1,от 100 до 500 стр.
Freak the Mighty,Rodman Philbrick,4.01,eng,169.0,41589,4153,6/1/2001,Scholastic Paperbacks,Freak The Mighty,1,6,1,2001,21,1,от 100 до 500 стр.
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Player,Stefan Fatsis,3.82,eng,372.0,4748,597,7/30/2002,Penguin Books,-,0,7,30,2002,21,1,от 100 до 500 стр.
Vampire Mountain,Darren Shan,4.16,eng,208.0,26461,587,9/1/2003,Little  Brown Young Readers,Cirque Du Freak,4,9,1,2003,21,1,от 100 до 500 стр.
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks,D.C. Talk/The Voice of the Martyrs,,eng,383.0,19217,271,1/15/1999,Albury Publishing,Jesus Freaks,1,1,15,1999,20,2,от 100 до 500 стр.
Trials of Death,Darren Shan,,eng,202.0,24590,525,1/18/2008,Little  Brown Books for Young Readers,Cirque Du Freak,5,1,18,2008,21,1,от 100 до 500 стр.
Sister Freaks: Stories of Women Who Gave Up Everything for Go,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,other,320.0,492,32,10/5/2005,FaithWords,-,0,10,5,2005,21,4,от 100 до 500 стр.
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Storie,Randy Cerveny,3.17,eng,371.0,139,25,12/29/2006,Thunder's Mouth Press Books,-,0,12,29,2006,21,1,от 100 до 500 стр.
Freak Show: Presenting Human Oddities for Amusement and Profi,Robert Bogdan,3.88,eng,336.0,210,18,5/15/1990,University of Chicago Press,-,0,5,15,1990,20,1,от 100 до 500 стр.
Live Like a Jesus Freak: Spend Today as If It Were Your Las,D.C. Talk,4.06,eng,184.0,591,29,11/1/2001,Bethany House Publishers,-,0,11,1,2001,21,1,от 100 до 500 стр.
Freaks!: How to Draw Fantastic Fantasy Creature,Steve  Miller,4.06,eng,144.0,31,1,6/1/2004,Watson-Guptill Publications,-,0,6,1,2004,21,1,от 100 до 500 стр.
Jesus Freak,Andre Duza,3.69,eng,,55,7,4/20/2006,,-,0,4,20,2006,21,1,
Category: Freaks  Vol. 1,Sakurako Gokurakuin/Lindsey Johnston,3.55,eng,184.0,112,9,7/1/2005,Dr. Master Productions Inc.,Category: Freaks,1,7,1,2005,21,2,от 100 до 500 стр.
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaw,Kate Bornstein/Sara Quin,,eng,234.0,1458,175,5/2/2006,Seven Stories Press,-,0,5,2,2006,21,2,от 100 до 500 стр.
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problem,David Rakoff,3.72,eng,,8410,751,9/12/2006,Anchor Books,-,0,9,12,2006,21,1,
I Hope They Serve Beer in Hell,Tucker Max,3.51,eng,288.0,49042,4140,1/1/2006,Citadel,Tucker Max,1,1,1,2006,21,1,от 100 до 500 стр.
Holidays on Ic,David Sedaris,3.92,eng,134.0,3590,251,11/1/1998,Back Bay,-,0,11,1,1998,20,1,от 100 до 500 стр.
The Long Walk: The True Story of a Trek to Freedo,Sławomir Rawicz,4.21,eng,256.0,11841,1766,4/1/2006,Lyons Press,-,0,4,1,2006,21,1,от 100 до 500 стр.
The Long Wal,Richard Bachman/Stephen King,4.11,eng,370.0,94303,4453,4/1/1999,Signet,-,0,4,1,1999,20,2,от 100 до 500 стр.
Long Walk to Freedom: Autobiography of Nelson Mandel,Nelson Mandela/Kofi Annan/Danny Glover,4.33,eng,6.0,79,16,12/1/2004,Little  Brown & Company,-,0,12,1,2004,21,3,до 100 стр.
Navajo Long Wal,Nancy M. Armstrong/Paulette Livers-Lambert,3.45,eng,128.0,56,11,7/1/1994,Roberts Rinehart Publishers,-,0,7,1,1994,20,2,от 100 до 500 стр.
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed Americ,Erik Larson,3.99,eng,496.0,1278,207,4/1/2004,Bantam Press,-,0,4,1,2004,21,1,от 100 до 500 стр.
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed Americ,Erik Larson,3.99,eng,447.0,283,37,3/3/2003,Doubleday,-,0,3,3,2003,21,1,от 100 до 500 стр.
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,eng,,977,71,3/12/1964,Vintage,-,0,3,12,1964,20,3,
Charles Dickens as a Legal Historia,William Holdsworth,4.0,eng,166.0,4,2,2/1/2010,Lawbook Exchange  Ltd.,-,0,2,1,2010,21,1,от 100 до 500 стр.
The Progressive Historians: Turner  Beard  Parrington,Richard Hofstadter,3.89,eng,498.0,37,5,11/19/1979,University of Chicago Press,-,0,11,19,1979,20,1,от 100 до 500 стр.
What Did the Constitution Mean to Early Americans?,Edward Countryman,3.29,eng,169.0,24,2,1/1/1999,Bedford Books,-,0,1,1,1999,20,1,от 100 до 500 стр.
The Historia,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,eng,26.0,354,135,12/13/2005,Books on Tape,-,0,12,13,2005,21,3,до 100 стр.
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terroris,Robert B. Baer,3.93,eng,320.0,4040,259,1/7/2003,,-,0,1,7,2003,21,1,от 100 до 500 стр.
In a Dry Season,Peter Robinson,4.13,eng,480.0,6193,355,7/3/2000,Avon,Inspector Banks,10,7,3,2000,20,1,от 100 до 500 стр.
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Regio,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,4.3,other,336.0,47,8,5/1/2004,East Bay Municipal Utility District,-,0,5,1,2004,21,5,от 100 до 500 стр.
In Focus: National Geographic Greatest Portrait,Leah Bendavid-Val/National Geographic Society,4.24,eng,504.0,819,31,10/1/2004,National Geographic Society,-,0,10,1,2004,21,2,от 500 до 1000 стр.
Portrait Photographer's Handboo,Bill Hurter,3.62,eng,128.0,16,1,9/28/2004,Amherst Media  Inc.,-,0,9,28,2004,21,1,от 100 до 500 стр.
Portrait in Death,J.D. Robb,,other,354.0,142,9,12/1/2005,Piatkus Books,In Death,16,12,1,2005,21,1,от 100 до 500 стр.
