Car Name,Year,Region,FuelType,Mileage,Price,Owners
Chevrolet Volt,2013,Shengavit,Hybrid,200000,25000,1
Land Rover Discovery Sport,2017,Abovian,Gasoline,174500,20500,1
Toyota Camry,2019,Abovian,Gasoline,35500,6500,2
Volkswagen Caddy,2011,Nor Geghi,Gasoline,210000,8600,3
BMW 3 Series coupe,2008,Erebuni,Gasoline,233000,7500,2
Toyota Ipsum,2003,Gyumri,Gasoline,440000,4500,3
VAZ (Lada) 2114 hatchback,2012,Gavar,Gasoline,100000,1500,4
Mazda 626,1995,Artashat,Gasoline,150000,5700,3
Mitsubishi Pajero IO,2000,Avan,Gasoline,203400,5300,5
Mitsubishi Montero Sport,2001,Kentron,Gasoline,200000,19500,2
Mercedes-Benz E-Class,2014,Arabkir,Gasoline,203000,18900,4
Dodge Charger,2017,Kentron,Gasoline,105000,7500,2
Hyundai Sonata,2012,Malatia-Sebastia,Hybrid,170000,8000,4
BMW 6 Series coupe,2007,Arabkir,Gasoline,122000,185000,1
Mercedes-Benz S-Class,2022,Arabkir,Gasoline,13000,8000,6
Kia Forte,2014,Malatia-Sebastia,Gasoline,147000,3000,1
Opel Vectra,1995,Kanaker-Zeytun,Gasoline,360000,14500,4
Lincoln MKZ,2017,Kentron,Gasoline,105000,110000,2
Mercedes-Benz S-Class,2018,Arabkir,Gasoline,82000,16000,6
Kia Forte,2018,Arabkir,Gasoline,46000,11900,4
Lexus IS,2009,Artashat,Gasoline,156000,5500,5
Mitsubishi Pajero IO,2000,Malatia-Sebastia,Gasoline,300000,5200,2
Opel Astra hatchback,2003,Artashat,Gasoline,240000,13500,5
Volkswagen Passat,2016,Argavand,Gasoline,45000,9500,2
Honda Elysion,2004,Nor Nork,Gasoline,180000,4500,1
Mercedes-Benz C-Class,1997,Shengavit,Gasoline,250000,12500,1
Mercedes-Benz Viano,2003,Ajapnyak,Gasoline,100000,3500,2
Volkswagen Golf hatchback,1996,Kanaker-Zeytun,Gasoline,180000,7500,4
Nissan X-Trail,2006,Kanaker-Zeytun,Gasoline,180000,13000,4
Mercedes-Benz E-Class,2009,Ajapnyak,Gasoline,240000,10500,5
Mercedes-Benz 300,2009,Erebuni,Gasoline,240000,15500,1
Acura ILX,2019,Ajapnyak,Gasoline,80000,16000,6
Kia Forte,2018,Ajapnyak,Gasoline,41000,19000,6
Hyundai Sonata,2020,Ajapnyak,Gasoline,29000,10000,4
Volkswagen Passat,2001,Aygevan,Gasoline,250000,4350,4
Opel Astra hatchback,1999,Shengavit,Gasoline,305000,6000,5
UAZ (УАЗ) Hunter,2007,Vayk,Gasoline,90000,14000,4
Ford Escape,2017,Kentron,Gasoline,77000,6300,5
Nissan Versa hatchback,2006,Shengavit,Gasoline,229000,29300,1
Mercedes-Benz E-Class,2019,Abovian,Gasoline,189000,18500,5
Mercedes-Benz S-Class,2010,Nor Nork,Gasoline,122000,52000,4
Lexus GX460,2019,Arabkir,Gasoline,43000,44500,6
Toyota RAV4,2021,Arabkir,Gasoline,14000,57500,6
Lexus ES,2022,Arabkir,Gasoline,1500,5100,1
Nissan Pathfinder,2001,Jrvezh,Gasoline,180000,5400,5
Mercedes-Benz ML,2000,Nor Nork,Gasoline,170000,3000,6
Opel Vectra,1996,Artashat,Gasoline,350000,9000,6
Nissan Maxima,2009,Nor Nork,Gasoline,160000,12000,2
Ford Fusion (North America),2016,Ayntap,Gasoline,140000,15500,3
Toyota Corolla,2016,Arabkir,Gasoline,109000,12000,4
Lexus NX,2017,Arabkir,Gasoline,140000,53000,6
Ford F-150 pickup,2016,Arabkir,Gasoline,180000,30000,4
Mercedes-Benz C-Class,2017,Arabkir,Gasoline,95000,37000,2
Toyota 4Runner,2014,Kanaker-Zeytun,Gasoline,122000,12900,1
Honda CR-V,2010,Ajapnyak,Gasoline,135000,5100,2
Ford Transit,1997,Malatia-Sebastia,Diesel,250000,28500,4
BYD Song Plus,2024,Kanaker-Zeytun,Electric,10,110000,1
Toyota Alphard,2022,Arabkir,Gasoline,19000,23850,5
BYD Song Plus,2024,China,Electric,10,2000,3
Renault Clio hatchback,1999,Malatia-Sebastia,Gasoline,1000,26500,2
Honda Accord,2023,Ajapnyak,Gasoline,3300,3800,1
Opel Astra,1998,Nor Nork,Gasoline,380000,29000,6
Lexus IS,2020,Kentron,Gasoline,11700,22900,5
Hyundai Santa Fe,2019,Gai,Gasoline,62000,2000,3
VAZ (Lada) 21099,2001,Artashat,Gasoline,30000,10700,4
Nissan Sentra,2019,Armavir,Gasoline,60000,22000,1
Honda Accord,2020,Arabkir,Gasoline,55000,35000,5
BMW X5,2014,Malatia-Sebastia,Gasoline,167000,13100,6
Mercedes-Benz E-Class,2009,Gyumri,Gasoline,200000,29900,4
Toyota RAV4,2022,Kentron,Gasoline,1320,12100,6
Kia Optima,2018,Kentron,Gasoline,116000,11600,1
Kia Optima,2017,Kentron,Gasoline,62000,6500,3
Nissan Tiida,2006,Martuni,Gasoline,320000,4000,6
VAZ (Lada) 2107,2011,Artashat,Gasoline,117000,12500,6
Hyundai Elantra,2018,Malatia-Sebastia,Gasoline,126000,8500,3
Mazda 5,2009,Davtashen,Gasoline,147000,11800,3
Lexus RX,2004,Davtashen,Gasoline,177000,10500,5
Infiniti FX35,2005,Avan,Gasoline,152000,9700,3
Kia Forte coupe,2012,Kentron,Gasoline,145000,4500,4
UAZ (УАЗ) 31514,2005,Alaverdi,Gasoline,50000,6800,4
Mitsubishi Pajero IO,2005,Alaverdi,Gasoline,114000,15600,5
Dodge Ram pickup,2004,Nor Nork,Gasoline,189000,3500,4
BMW 3 Series,1993,Abovian,Gasoline,54900,21500,4
Mazda CX-5,2017,Nor Nork,Gasoline,61600,2000,3
Mercedes-Benz C-Class,1996,Hayanist,Gasoline,187000,2000,1
Opel Vectra,1998,Nor Nork,Gasoline,290000,12500,3
BMW X5,2007,Armavir,Gasoline,195000,10500,1
VAZ (Lada) 2121 Niva,2020,Ashtarak,Gasoline,34000,18000,2
Toyota Vellfire,2011,Aparan,Gasoline,150000,4500,1
Mercedes-Benz C-Class,1995,Gyumri,Gasoline,100000,5000,3
Mercedes-Benz C-Class,1998,Dilijan,Gasoline,315488,7500,3
Mercedes-Benz S-Class,2002,Erebuni,Gasoline,337000,59000,1
Audi Q7,2021,Kentron,Gasoline,30000,8200,1
Nissan Skyline,2007,Geghanist,Gasoline,270000,23900,4
Mazda CX-9,2016,Kentron,Gasoline,75500,15000,6
Kia Forte,2019,Kentron,Gasoline,45000,17500,6
Mazda 6,2017,Kentron,Gasoline,109000,22900,5
Toyota Camry,2018,Yeghvard,Gasoline,86000,9100,3
Toyota Camry,2008,Echmiadzin,Gasoline,150000,15800,1
Nissan Sentra,2020,Erebuni,Gasoline,40000,18800,5
Nissan Sentra,2020,Erebuni,Gasoline,50000,26700,3
Toyota Camry,2020,Armavir,Gasoline,50000,24000,1
Mercedes-Benz CLA-Class,2016,Gyumri,Gasoline,65000,33700,4
Toyota Camry,2020,Kanaker-Zeytun,Gasoline,24000,9000,6
VAZ (Lada) 2121 (4x4),2018,Davtashen,Gasoline,80000,18000,4
Mercedes-Benz GL-Class,2009,Vanadzor,Gasoline,157000,13300,3
Hyundai Elantra,2017,Davtashen,Gasoline,65000,7500,1
Opel Zafira,2004,Aparan,Gasoline,250000,10300,5
Hyundai Elantra,2014,Ajapnyak,Gasoline,113000,5400,5
GMC Envoy,2002,Erebuni,Gasoline,330000,15400,2
Ford Fusion (North America),2020,Davtashen,Gasoline,14000,17000,1
Kia Forte,2021,Erebuni,Gasoline,32900,50000,5
BMW X3 M,2019,USA,Gasoline,40700,11000,6
Peugeot J5,1992,Avan,Diesel,200000,29000,4
Mazda CX-30,2022,Malatia-Sebastia,Gasoline,16000,17000,1
Kia Forte,2019,Nor Nork,Gasoline,59000,8200,4
VAZ (Lada) 2121 Niva,2016,Shengavit,Gasoline,93000,25000,5
Honda HR-V,2023,Shengavit,Gasoline,3000,15600,1
Dodge Journey,2018,Ajapnyak,Gasoline,94000,17500,1
Dodge Journey,2020,Ajapnyak,Gasoline,70000,3800,1
Opel Astra hatchback,2000,Kentron,Gasoline,297000,3600,6
Nissan Tiida hatchback,2004,Masis,Gasoline,16000,9900,3
Nissan Juke,2011,Kentron,Gasoline,157000,16200,3
Ford Escape,2017,Davtashen,Gasoline,100000,9000,1
Toyota Corolla,2012,Vedi,Gasoline,106000,10400,3
Mazda 6,2013,Davtashen,Gasoline,320000,23700,1
Mercedes-Benz GLA-Class,2015,Nor Nork,Gasoline,130000,11700,4
Toyota Corolla,2012,Malatia-Sebastia,Gasoline,158000,5890,6
Mercedes-Benz C-Class,1999,Arabkir,Gasoline,211000,5500,6
Opel Zafira,2000,Nor Nork,Gasoline,313000,11500,6
Kia Optima,2015,Nork-Marash,Gasoline,80000,16550,6
Wuling Sunshine,2022,Shengavit,Gasoline,100,28500,5
Toyota Camry,2017,Kentron,Gasoline,126000,17500,6
Kia Optima,2017,Malatia-Sebastia,Hybrid,62000,13000,3
Hyundai Elantra,2017,Malatia-Sebastia,Gasoline,39000,22000,6
Mercedes-Benz S-Class,2010,Gyumri,Gasoline,170000,10000,5
Nissan X-Trail,2008,Arabkir,Gasoline,145000,90000,3
Porsche Cayenne,2019,Gyumri,Gasoline,70000,4000,6
GAZ (ГАЗ) 67,1943,Dilijan,Gasoline,186923,5500,3
Mercedes-Benz C-Class,1998,Malatia-Sebastia,Gasoline,350000,12800,2
Chevrolet Malibu,2017,Echmiadzin,Gasoline,130000,15000,4
Mitsubishi Pajero wagon,2008,Spitak,Gasoline,156000,6000,4
UAZ (УАЗ) Patriot,2007,Spitak,Gasoline,170000,4000,2
Moskvich (Москвич) 401,1955,Dilijan,Gasoline,194268,17000,3
Mercedes-Benz ML,2010,Ajapnyak,Gasoline,200000,8500,3
VAZ (Lada) 2101,1979,Kanaker-Zeytun,Gasoline,101000,5800,1
Opel Zafira,2000,Armavir,Gasoline,280000,17900,1
Mercedes-Benz GL-Class,2010,Gavar,Gasoline,120000,7000,6
Mercedes-Benz C-Class,2002,Charentsavan,Gasoline,202000,3800,5
Mercedes-Benz C-Class,1996,Armavir,Gasoline,351000,16500,6
Chevrolet Malibu,2016,Avan,Gasoline,135000,31000,5
Porsche Cayenne,2016,Arabkir,Gasoline,116000,3000,5
Volkswagen Golf hatchback,1997,Armavir,Gasoline,280000,7800,3
Hyundai Sonata,2011,Arabkir,Gasoline,128800,10500,4
Nissan Sentra,2017,Nor Nork,Gasoline,180000,4000,6
Opel Astra hatchback,2000,Echmiadzin,Gasoline,180000,10000,4
Infiniti FX35,2004,Vanadzor,Gasoline,210000,32999,1
Mercedes-Benz C-Class AMG coupe,2017,Kentron,Gasoline,95400,7500,5
Infiniti FX35,2007,Vanadzor,Gasoline,170000,10500,5
Toyota Corolla,2012,Erebuni,Gasoline,152000,5000,1
BMW 3 Series,1999,Marmarashen,Gasoline,308000,2000,2
VAZ (Lada) 21099,2002,Vanadzor,Gasoline,200000,13300,1
Dodge Journey,2017,Echmiadzin,Gasoline,156426,6000,4
Nissan Tiida hatchback,2008,Ajapnyak,Gasoline,130000,4500,3
Mitsubishi Pajero,1998,Aparan,Gasoline,1000000,3500,2
VAZ (Lada) 2110,2007,Artik,Gasoline,269000,13500,4
Mercedes-Benz Viano,2004,Nor Nork,Gasoline,240000,35000,3
BMW X5,2015,Nor Nork,Gasoline,170000,5000,2
Nissan Maxima,2006,Kentron,Gasoline,140000,28500,2
BMW 3 Series,2020,Arabkir,Gasoline,93000,18500,6
Ford Mustang coupe,2015,Arabkir,Gasoline,90000,7000,6
Mercedes-Benz S-Class,1999,Masis,Gasoline,150000,8800,6
Kia Forte,2011,Davtashen,Gasoline,143000,3800,2
Opel Astra wagon,1998,Getapnya,Gasoline,300000,11500,4
Chrysler 200,2016,Davtashen,Gasoline,160000,24500,6
Mercedes-Benz M-Class,2012,Malatia-Sebastia,Gasoline,217000,24000,6
Infiniti QX70,2017,Davtashen,Gasoline,73000,2000,2
Opel Astra hatchback,1992,Vanadzor,Gasoline,400000,9500,1
Mercedes-Benz E-Class,2007,Arabkir,Gasoline,305000,8000,2
BMW 7 Series,2002,Vanadzor,Gasoline,290000,11500,6
Kia Optima,2018,Gyumri,Gasoline,125000,15900,1
Jeep Compass,2017,Erebuni,Gasoline,72000,4200,6
Mercedes-Benz E-Class,1999,Martuni,Gasoline,350000,9000,1
Infiniti M35,2008,Martuni,Gasoline,120000,52000,2
Lexus GX,2016,Arabkir,Gasoline,55000,6500,6
Suzuki Swift hatchback,2005,Abovian,Gasoline,160000,6200,1
Nissan Pathfinder,2003,Vanadzor,Gasoline,200000,6500,4
VAZ (Lada) Granta,2012,Abovian,Gasoline,162000,3000,2
Mercedes-Benz 190,1990,Ajapnyak,Diesel,450000,23500,2
Mazda CX-5,2019,Kentron,Gasoline,34000,42000,1
Mercedes-Benz GLE-Class,2017,Malatia-Sebastia,Gasoline,56000,6500,4
Isuzu Axiom,2002,Masis,Gasoline,160000,13100,2
Toyota Camry,2012,Ajapnyak,Gasoline,140000,15000,3
Hyundai Elantra,2019,Erebuni,Gasoline,75000,13800,3
Nissan Rogue Sport,2018,Malatia-Sebastia,Gasoline,43260,18000,4
Kia Forte,2022,Kanaker-Zeytun,Gasoline,300,13300,1
Nissan Rogue Sport,2019,Malatia-Sebastia,Gasoline,48129,14200,5
Chevrolet Malibu,2018,Abovian,Gasoline,150000,11000,3
Mercedes-Benz M-Class,2006,Ajapnyak,Gasoline,165170,25000,1
Mercedes-Benz G-Class,1997,Malatia-Sebastia,Gasoline,250000,2800,1
Renault Laguna wagon,1998,Malatia-Sebastia,Gasoline,250000,14000,1
Ford Fusion (North America),2017,Ashtarak,Gasoline,106000,24300,4
Mazda CX-5,2019,Nor Nork,Gasoline,54000,42500,4
Porsche Macan,2018,Nor Nork,Gasoline,115000,3800,4
VAZ (Lada) 21099,2003,Mughni,Gasoline,150000,1200,1
Toyota 4Runner,2005,Malatia-Sebastia,Gasoline,230411,7400,5
Hyundai Santa Fe,2003,Gyumri,Gasoline,268000,3800,6
Opel Vectra,2000,Ghazanchi,Gasoline,230000,4500,2
VAZ (Lada) 2121 Niva,2003,Malatia-Sebastia,Gasoline,155221,3000,4
Opel Astra hatchback,1999,Ajapnyak,Gasoline,300000,7500,3
BMW 7 Series,2002,Kanaker-Zeytun,Gasoline,210000,11000,2
Toyota Camry,2009,Shengavit,Gasoline,299000,7200,6
Hyundai Elantra,2012,Shengavit,Gasoline,210000,9000,4
VAZ (Lada) 2131 Niva,2017,Vanadzor,Gasoline,70000,45500,1
BMW X6,2017,Arabkir,Gasoline,80000,60000,1
Lexus LS,2018,Ajapnyak,Gasoline,36000,2500,1
VAZ (Lada) 2108 hatchback,1991,Kentron,Gasoline,62000,11900,3
Mercedes-Benz GLK-Class,2009,Davtashen,Gasoline,210000,24000,4
Mercedes-Benz C-Class,2017,Arabkir,Gasoline,90000,3500,6
Land Rover Range Rover,1996,Koghb,Gasoline,215000,12000,5
Kia Soul EV hatchback,2017,Ajapnyak,Electric,33517,6650,1
Kia Forte,2011,Ajapnyak,Gasoline,179000,22000,4
Toyota Camry,2020,Ajapnyak,Gasoline,94000,31000,4
Toyota Camry,2021,Shengavit,Gasoline,13500,22000,1
Mercedes-Benz G-Class,2000,Kentron,Gasoline,430000,13800,6
Ford EcoSport,2018,Arabkir,Gasoline,90000,57800,2
Mercedes-Benz G-Class AMG,2009,Davtashen,Gasoline,146000,13500,3
Ford Transit,2008,Vardenis,Gasoline,407000,3800,3
Mercedes-Benz C-Class,1997,Gyumri,Gasoline,380000,3100,1
VAZ (Lada) 2110,2006,Armavir,Gasoline,250000,38000,4
Land Rover Range Rover Sport,2013,Ajapnyak,Gasoline,150000,8500,5
Mercedes-Benz E-Class,1998,Goris,Gasoline,13000,1100,5
Volkswagen Golf hatchback,1996,Zovuni,Gasoline,320000,23000,4
Toyota Corolla,2020,Erebuni,Gasoline,35000,3500,5
VAZ (Lada) Priora,2007,Parakar,Gasoline,175000,40500,6
Mazda CX-5,2021,Abovian,Gasoline,10200,21500,6
Toyota Alphard,2013,Metsamor,Gasoline,145000,21000,6
Toyota Vellfire,2012,Metsamor,Gasoline,180,30300,2
Kia Sportage,2021,Avan,Gasoline,14200,22500,4
Toyota Alphard,2012,Metsamor,Gasoline,85000,9700,4
Nissan Note hatchback,2020,Metsamor,Gasoline,14900,21500,2
Toyota Alphard,2010,Metsamor,Gasoline,135000,11000,5
Chevrolet Volt hatchback,2015,Kentron,Hybrid,198000,5900,6
Volkswagen Passat,2008,Kentron,Gasoline,197000,30500,6
Toyota Camry,2022,Kentron,Gasoline,1700,31000,3
Toyota Camry,2023,Kentron,Gasoline,10000,6600,6
Mercedes-Benz E-Class,1998,Arabkir,Gasoline,80000,12000,5
UAZ (УАЗ) Patriot,2012,Malatia-Sebastia,Gasoline,145000,16000,6
Ford Escape,2019,Artashat,Gasoline,14000,9000,6
UAZ (УАЗ) Patriot,2012,Malatia-Sebastia,Gasoline,117000,26000,6
Mazda CX-5,2019,Malatia-Sebastia,Gasoline,97000,14300,6
Kia Sportage,2019,Sevan,Gasoline,65000,24000,4
Chevrolet Blazer,2020,Nork-Marash,Gasoline,105000,8000,4
Nissan Elgrand,2002,Nor Kharberd,Gasoline,300000,6800,4
Toyota Camry,2006,Nork-Marash,Gasoline,252438,11000,6
Mercedes-Benz ML wagon,2005,Nork-Marash,Gasoline,173147,10800,2
Honda Elysion,2005,Nor Nork,Gasoline,215000,19500,3
Mazda 3,2021,Arabkir,Gasoline,7700,8400,5
Nissan Altima,2012,Ajapnyak,Gasoline,147873,110000,6
Cadillac Escalade,2019,Echmiadzin,Gasoline,80000,38000,4
Toyota Avalon,2021,Davtashen,Gasoline,47000,57000,2
Toyota Land Cruiser,2013,Arabkir,Gasoline,115000,6300,4
Mercedes-Benz C-Class,1997,Malatia-Sebastia,Gasoline,227000,28000,2
Toyota Camry,2021,Echmiadzin,Gasoline,19000,15700,4
Hyundai Sonata,2018,Kentron,Gasoline,89000,11300,1
Acura MDX,2010,Nor Nork,Gasoline,172300,4300,3
BMW 3 Series,1999,Echmiadzin,Gasoline,250000,35000,2
Lexus NX,2016,Kentron,Gasoline,76000,29000,3
Kia Telluride,2019,Echmiadzin,Gasoline,42700,16500,1
Hyundai Kona,2018,Kanaker-Zeytun,Gasoline,50000,20800,5
Toyota C-HR,2019,Echmiadzin,Gasoline,43000,38900,2
Lexus GX,2011,Masis,Gasoline,165000,26000,6
Hyundai Santa Fe,2019,Echmiadzin,Gasoline,49000,19500,3
Kia Sorento,2019,Arabkir,Gasoline,42000,14000,1
Mercedes-Benz M-Class,2007,Arabkir,Gasoline,183000,6800,2
Opel Astra hatchback,1998,Shengavit,Gasoline,220000,8000,2
Nissan Altima coupe,2013,Kentron,Gasoline,170000,9500,6
Mercedes-Benz C-Class,2010,Shengavit,Gasoline,207000,19500,3
Mazda CX-5,2018,Armavir,Gasoline,64000,29000,6
Jeep Grand Cherokee,2020,Nor Nork,Gasoline,82300,28500,3
Toyota bZ4X,2023,Shengavit,Electric,2300,2000,3
VAZ (Lada) 2115,2008,Shengavit,Gasoline,120000,48000,4
Mercedes-Benz GLS-Class,2016,Davtashen,Gasoline,100000,8900,2
Chevrolet Volt hatchback,2015,Nor Nork,Hybrid,104000,9000,1
Chevrolet Volt,2018,Nor Nork,Hybrid,130000,6500,2
Mercedes-Benz E-Class,2001,Masis,Gasoline,260000,4000,1
Opel Astra,2000,Artashat,Gasoline,220000,7000,3
BMW 3 Series,2006,Erebuni,Gasoline,300000,18500,1
Kia Optima,2019,Erebuni,Gasoline,36000,4000,6
Nissan Teana,2004,Kentron,Gasoline,218500,12000,4
Mercedes-Benz E-Class,2005,Echmiadzin,Gasoline,180000,23900,2
Honda e:NS1,2023,Arabkir,Electric,70,45000,1
BMW X6,2016,Nor Nork,Gasoline,120000,10100,3
Nissan Elgrand,2003,Shengavit,Gasoline,240000,70000,5
Cadillac Escalade,2018,Kentron,Gasoline,150000,17800,1
Chevrolet Equinox,2019,Masis,Gasoline,100000,5500,5
Opel Frontera,1992,Martuni,Gasoline,32000,36000,2
Lexus IS,2020,Nor Nork,Gasoline,23000,4700,5
Mercedes-Benz C-Class,1994,Artashat,Gasoline,400000,8000,6
Nissan Sunny,2015,Avan,Gasoline,226000,20500,5
BMW X6,2008,Gyumri,Gasoline,220000,10950,2
Volkswagen Passat,2012,Gyumri,Gasoline,225000,18200,5
Mercedes-Benz S-Class,2008,Ajapnyak,Gasoline,180000,21800,1
Toyota C-HR,2019,Kentron,Gasoline,19000,13800,1
Ford Fusion (North America),2017,Gavar,Gasoline,54000,4800,1
VAZ (Lada) Priora hatchback,2011,Ijevan,Gasoline,466551,7300,2
Nissan X-Trail,2006,Shengavit,Gasoline,210000,3500,6
Opel Vectra,1999,Gyumri,Gasoline,300000,16500,4
Nissan Sentra,2020,Ajapnyak,Gasoline,61437,2000,2
VAZ (Lada) 2121 Niva,1983,Kapan,Gasoline,223000,2000,5
UAZ (УАЗ) 469,1973,Ijevan,Gasoline,454128,9000,4
BMW X5,2004,Davtashen,Gasoline,320000,10800,6
Nissan Juke,2011,Ajapnyak,Gasoline,131150,14800,1
Mazda 6,2016,Malatia-Sebastia,Gasoline,110000,15000,4
Ford Transit,2002,Malatia-Sebastia,Gasoline,180000,5200,1
Honda Inspire,2003,Arabkir,Gasoline,198000,15700,6
Hyundai Kona,2019,Malatia-Sebastia,Gasoline,66000,14900,6
Mazda 6,2015,Arabkir,Gasoline,175000,9500,1
Mercedes-Benz C-Class,2010,Erebuni,Gasoline,240000,22000,6
GAZ (ГАЗ) M-20 Pobeda,1957,Malatia-Sebastia,Gasoline,90000,13500,1
Nissan Kicks,2020,Nor Nork,Gasoline,33000,1000,2
Volkswagen Passat CC,2011,Erebuni,Gasoline,156000,7000,1
Chevrolet Volt hatchback,2012,Ashtarak,Hybrid,160000,2000,1
Audi A8,1995,Stepanavan,Gasoline,210000,2000,2
Daewoo Nexia,2007,Nor Nork,Gasoline,1000,18500,1
Mercedes-Benz ML,2011,Kentron,Gasoline,220000,1000,2
VAZ (Lada) 2106,1983,Erebuni,Gasoline,123456,5000,6
Mercedes-Benz C-Class,1997,Shengavit,Gasoline,270000,38000,6
Lexus GX,2011,Erebuni,Gasoline,170000,18400,3
Mercedes-Benz S-Class,2006,Arabkir,Gasoline,280000,9700,5
Jeep Compass,2019,On the way,Gasoline,136372,5000,1
Hyundai Elantra,2008,Ajapnyak,Gasoline,20000,5800,1
Honda Inspire,2003,Arabkir,Gasoline,250000,16400,3
Mercedes-Benz GL-Class,2007,Arabkir,Gasoline,280000,5800,1
Nissan X-Trail,2000,Arabkir,Gasoline,230000,2300,2
Ford Focus,2000,Abovian,Gasoline,320000,22000,1
Hyundai Sonata,2021,Arabkir,Gasoline,35000,11500,3
Mercedes-Benz 500,1998,Erebuni,Gasoline,200000,8000,5
Chevrolet Volt hatchback,2012,Nor Nork,Hybrid,140000,10800,6
Mercedes-Benz S-Class,2006,Musaler,Gasoline,160000,14500,3
Subaru Impreza,2017,Nor Nork,Gasoline,114730,31000,3
Toyota RAV4,2021,Argavand,Gasoline,14000,4200,2
Mercedes-Benz C-Class,1994,Nor Nork,Gasoline,315000,7100,3
Nissan Murano,2006,Nor Nork,Gasoline,90000,16500,4
Lexus SC convertible,2001,Avan,Gasoline,86000,13500,3
Toyota Alphard,2004,Ijevan,Gasoline,182000,13000,3
Hyundai Elantra,2017,Nor Nork,Gasoline,50350,4600,4
Opel Astra hatchback,2003,Echmiadzin,Gasoline,280000,7500,4
Nissan Fuga,2008,Shengavit,Gasoline,228000,7800,3
Mercedes-Benz E-Class,2000,Arabkir,Gasoline,180000,18800,2
Hyundai Elantra,2021,Kentron,Gasoline,28585,33000,4
Hyundai Tucson,2023,Kentron,Gasoline,920,38000,5
BMW 5 Series,2018,Erebuni,Gasoline,69000,25000,2
BMW 4 Series,2018,Erebuni,Gasoline,29000,37000,5
BMW 3 Series,2021,Erebuni,Gasoline,17500,9800,1
Hyundai Sonata,2013,Kentron,Gasoline,183672,25000,4
BMW X1,2018,Erebuni,Gasoline,65000,16700,1
Kia Forte,2020,Ajapnyak,Gasoline,43000,37000,3
BMW 2 Series,2021,Erebuni,Gasoline,27900,7300,6
Nissan Altima,2010,Kanaker-Zeytun,Gasoline,161000,21900,5
Mazda 6,2018,Erebuni,Gasoline,28000,200,6
ZAZ (ЗАЗ) 965,1970,Artashat,Gasoline,100000,12500,1
BMW 5 Series,2008,Kentron,Gasoline,125000,11000,3
Mazda 6,2013,Nor Nork,Gasoline,128000,44000,6
Peugeot Expert,2023,Arabkir,Diesel,35,4500,4
Opel Astra,1999,Oshakan,Gasoline,230000,27300,4
Toyota Camry,2022,Echmiadzin,Gasoline,38000,43500,1
Dodge Challenger coupe,2018,Kentron,Gasoline,25000,16300,1
Hyundai Elantra,2018,Nor Nork,Gasoline,47500,6500,1
Ford Transit,2000,Malatia-Sebastia,Gasoline,250000,23500,6
Lexus ES,2013,Abovian,Gasoline,130000,7000,1
Ford Transit,1995,Malatia-Sebastia,Diesel,250000,32800,3
Tesla Model Y,2021,Arabkir,Electric,25600,17500,3
Ford Fusion (North America),2017,Shengavit,Gasoline,85000,3500,3
Opel Astra hatchback,1999,Echmiadzin,Gasoline,123456,19000,3
Ford Fusion (North America),2020,Armavir,Gasoline,34377,10300,1
Nissan Sentra,2017,Griboyedov,Gasoline,12345,13300,5
Kia Forte,2018,Gyumri,Gasoline,59000,13500,2
Hyundai Elantra,2017,Gyumri,Gasoline,56000,4000,2
UAZ (УАЗ) Hunter,2004,Martuni,Gasoline,150000,10500,2
Ford Focus hatchback,2018,Kentron,Gasoline,100000,14200,1
Hyundai Elantra,2017,Arabkir,Gasoline,83600,8500,1
Volkswagen Jetta,2011,Erebuni,Gasoline,215000,14700,4
Toyota Camry,2016,Nor Nork,Gasoline,246000,10000,2
Nissan Xterra,2005,Kentron,Gasoline,140000,4150,3
Opel Astra hatchback,2003,Malatia-Sebastia,Gasoline,230000,22000,3
Land Rover Range Rover Sport,2013,Erebuni,Gasoline,170000,5800,6
Ford Escape,2005,Nork-Marash,Gasoline,227000,18000,3
Mazda 3,2019,Davtashen,Gasoline,50000,20000,3
Lexus GX,2004,Malatia-Sebastia,Gasoline,300000,6000,4
Nissan Teana,2006,Ajapnyak,Gasoline,25000,7200,6
Mitsubishi Outlander,2006,Ararat,Gasoline,150000,1500,3
VAZ (Lada) 21099,2001,Erebuni,Gasoline,400000,4000,5
Volkswagen Passat,2000,Sarchapet,Gasoline,178000,22500,5
Mercedes-Benz G-Class,1999,Kentron,Gasoline,176000,5500,1
Mercedes-Benz C-Class,2001,Artashat,Gasoline,208000,8400,2
Mercedes-Benz E-Class,2006,Shengavit,Gasoline,186005,30000,6
Acura MDX,2018,Vanadzor,Gasoline,47000,9000,5
Kia Forte,2012,Masis,Gasoline,154000,9900,2
Toyota RAV4,2007,Armavir,Gasoline,209232,30500,4
Subaru WRX,2022,Vanadzor,Gasoline,4000,23200,5
Mercedes-Benz S-Class,2010,Davtashen,Gasoline,177000,5000,5
Mercedes-Benz CLK-Class coupe,1997,Sevan,Gasoline,331000,11000,3
Mercedes-Benz ML,2007,Artashat,Gasoline,250000,5000,1
Opel Frontera,1995,Abovian,Gasoline,150000,6500,4
Nissan X-Trail,2001,Malatia-Sebastia,Gasoline,270000,14900,4
Mazda 6,2018,Arabkir,Gasoline,47000,4700,3
Toyota Corolla,2000,Gyumri,Gasoline,132000,13500,6
Hyundai Elantra,2018,Masis,Gasoline,44000,8900,3
Hyundai Sonata,2013,Hrazdan,Gasoline,74000,4200,3
Opel Astra,1998,Hrazdan,Gasoline,270000,6500,6
